index,0,1,2,3,4,5
35,"110 - LESNIAK Kamil
Inov-8 Team",ESH,1,26:56:48,05:47:33,Polonia
36,"153 - VENCELJ Toni
TEKTONIK",V1H,8,27:03:53,05:54:38,Eslovenia
37,261 - ALBERDI Zigor,SEH,26,27:10:07,06:00:52,España
38,498 - TERME Jean-Michel,SEH,27,27:20:47,06:11:32,Francia
39,"216 - VIVES XIOL Pau
CLUB EXCURSIONISTA SEVA",V1H,9,27:27:50,06:18:35,España
40,"212 - BIOLLAZ daniel
LES TRAILERS DU MôLE",V1H,10,27:28:40,06:19:25,Francia
41,"86 - ZIMMERMANN Denise
TEAM SALOMON SUUNTO",V1F,3,27:33:51,06:24:36,Suiza
42,"236 - MACIAS PEREZ Luís Carlos
Miguelañez",V1H,11,27:37:22,06:28:07,España
43,"264 - OGLY Krystian
KB SOBÓTKA",SEH,28,27:37:41,06:28:26,Polonia
44,"79 - TRIGUEROS GARROTE Silvia Ainhoa
RACE LAND",SEF,1,27:39:36,06:30:21,España
45,206 - AQUINO CAMPOS Alfredo,SEH,29,27:43:26,06:34:11,Argentina
46,"51 - CAMUS Sylvain
TEAM GARMIN",SEH,30,27:46:06,06:36:51,Francia
47,"49 - CAMUS Sébastien
TEAM GARMIN",SEH,31,27:46:07,06:36:52,Francia
48,194 - ASHTON Richard,SEH,32,27:48:05,06:38:50,Reino Unido
49,"72 - MODENA Christian
New Balance - Alpstation Trail Team",SEH,33,27:49:18,06:40:03,Italia
50,"2506 - MALARD Johan
CAP SAUMUR",V1H,12,27:51:25,06:42:10,Francia
51,"155 - HOARAU Jean-Hugo
TEAM FreeXion REUNION",SEH,34,28:00:33,06:51:18,Francia
52,"167 - BETHAZ Marco
COURMAYEUR TRAILERS",V2H,2,28:06:03,06:56:48,Italia
53,"158 - OHSHIMA Takuro
UNG",SEH,35,28:07:57,06:58:42,Japón
54,"144 - INNERKOFLER Eugen
S.V. NIEDERDORF",V2H,3,28:11:39,07:02:24,Italia
55,243 - TOUBIN Marc,V1H,13,28:14:45,07:05:30,Francia
56,"120 - ARNAUD Sylvain
TEAM ENDURANCE SHOP ECHIROLLES / AL ECHIROLLES",SEH,36,28:18:35,07:09:20,Francia
57,"198 - VALLE SANCHEZ Omar
GRUPO CANDELARIENSE DE MONTAñA",V1H,14,28:21:20,07:12:05,España
58,"114 - MUDARRA SANCHEZ Miguel
HOCKEY ALCALA",V1H,15,28:32:39,07:23:24,España
59,100 - GRANT Joe,SEH,37,28:37:10,07:27:55,Estados Unidos
60,58 - PICEU AFRICA Darcy,V1F,4,28:38:30,07:29:15,Estados Unidos
61,140 - BOMBENGER Jean-François,SEH,38,28:39:55,07:30:40,Francia
62,197 - MORETTI Luciana,SEF,2,28:40:47,07:31:32,Argentina
63,"259 - PACHECO Rui
INDIVIDUAL",SEH,39,28:41:13,07:31:58,Portugal
64,"737 - MORENO ORTIZ Antonio
ALPINO BENALMADENA IRONTRIATH",V1H,16,28:48:45,07:39:30,España
65,"2756 - PELLISSIER Joachim
HOKA SUISSE / RIDE SPIRIT",SEH,40,28:52:12,07:42:57,Suiza
66,"159 - PAWLOWSKI Marcin
---",SEH,41,28:59:46,07:50:31,Polonia
67,"128 - THIERY Benoit
TRAILERS DU GAVOT",SEH,42,29:00:52,07:51:37,Francia
68,"63 - HAYNES Jesse
PATAGONIA",V1H,17,29:01:03,07:51:48,Estados Unidos
69,1876 - JONES Michael,SEH,43,29:08:00,07:58:45,Reino Unido
70,1055 - FREI Patrick,V1H,18,29:10:15,08:01:00,Suiza
71,1532 - DAVIES Anthony,V2H,4,29:16:26,08:07:11,Reino Unido
72,"497 - LUKAS Jens
LSG KARLSRUHE",V1H,19,29:23:17,08:14:02,Alemania
73,"1007 - GRAIRI Emir
ES THIONVILLE-YUTZ",SEH,44,29:23:43,08:14:28,Túnez
74,1011 - OVERNEY Thierry,V1H,20,29:23:50,08:14:35,Suiza
75,"126 - BIANCO Pedro
SPORT HG-AMLSPORT",SEH,45,29:24:09,08:14:54,Argentina
76,638 - FUCHS Sebastian,SEH,46,29:24:49,08:15:34,Alemania
77,"180 - KOURKOURIKIS Ioannis
PEARL IZUMI GREECE",V1H,21,29:25:04,08:15:49,Grecia
78,"76 - GROSSMAN Dominic
NEW BALANCE",SEH,47,29:25:45,08:16:30,Estados Unidos
79,"250 - GARATE Xabier
ZARAUZKO TRIATLOI ELKARTEA",SEH,48,29:25:59,08:16:44,España
80,541 - VETTER Sven,SEH,49,29:27:01,08:17:46,Alemania
81,"529 - DECHELETTE Franck
SPEEDY CLUB VENELLES",V1H,22,29:27:03,08:17:48,Francia
82,"1748 - SANTIAGO ANDRES Adrian
ATROTE TEAM",V1H,23,29:28:34,08:19:19,España
83,1481 - DESCHAMPS Julien,SEH,50,29:30:45,08:21:30,Francia
84,"1010 - REYNOLDS Galen
MTTM",SEH,51,29:35:42,08:26:27,Canadá
85,"125 - GARDNER Alister
Salomon Canada",SEH,52,29:37:38,08:28:23,Canadá
86,"1966 - LEE Eric
VFUEL",SEH,52,29:37:38,08:28:23,Estados Unidos
87,147 - MAFFETT Sam,V1H,24,29:38:15,08:29:00,Australia
88,"187 - BENSON Bernadette
HAMMER NUTRITION, COMPRESSPORT",V1F,5,29:40:11,08:30:56,Australia
89,"148 - SANCHEZ CASALS Carles
A.E. MOUNTAIN RUNNERS BERGUEDÀ",V1H,25,29:40:55,08:31:40,España
90,"222 - VOISIN Rémi
CABB",SEH,54,29:45:21,08:36:06,Francia
91,505 - PROKOPENKO Oleksii,V1H,26,29:47:14,08:37:59,Ucrania
92,"191 - DUMONT Clement
ASIA TRAIL MAGAZINE",SEH,55,29:49:14,08:39:59,Francia
93,336 - ORMISTON Michael,V1H,27,29:49:17,08:40:02,Australia
94,74 - VIOLETT Zachary,SEH,56,29:50:26,08:41:11,Estados Unidos
95,"1299 - NELIN Fabien
TEAM SP 73 / RAIDLIGHT",SEH,57,29:51:20,08:42:05,Francia
96,"249 - ANTONELLI Gianluca
ASD DRIBBLING",V1H,28,29:53:59,08:44:44,Italia
97,55 - NOMOTO Tetsuaki,V1H,29,29:54:29,08:45:14,Japón
98,"97 - OSE Kazufumi
TEAM TARZAN",SEH,58,29:54:37,08:45:22,Japón
99,"203 - BEIRNAERT Thomas
Trakks",SEH,59,29:57:41,08:48:26,Bélgica
100,"133 - OLSSON Elov
OCKELBO SK",SEH,60,30:02:05,08:52:50,Suecia
101,"91 - WILLIAMSON Matt
HELLY HANSEN",SEH,61,30:02:57,08:53:42,Reino Unido
102,"2448 - PARDELA Bartosz
POPARZENI IZOTONIKIEM",SEH,62,30:02:59,08:53:44,Polonia
103,"121 - CRETIEN Benoît
RUNNING SHOP NEWLINE",SEH,63,30:09:12,08:59:57,Francia
104,"1826 - BASTIAENS Wim
Yellow City Bastards",SEH,64,30:13:51,09:04:36,Bélgica
105,2076 - CAPELLE Boris,SEH,65,30:16:16,09:07:01,Francia
106,"12 - HOWE Stephanie
THE NORTH FACE",SEF,3,30:16:28,09:07:13,Estados Unidos
107,582 - MUZELLE Charles,V1H,30,30:16:51,09:07:36,Francia
108,117 - ROUSSET Mélanie,SEF,4,30:17:01,09:07:46,Francia
109,"129 - VILASECA Manuela
THE NORTH FACE",SEF,5,30:19:21,09:10:06,Brasil
110,"151 - MAZZOLI Tomaso
Maciano Team Runners",V1H,31,30:23:14,09:13:59,Italia
111,"183 - LERAY Pascal
ATHLETIC CLUB LITTORAL 44 PORNIC",V1H,32,30:23:15,09:14:00,Francia
112,"233 - DIOT Laurent
TEAM RUNNING ZONE",V1H,33,30:24:52,09:15:37,Francia
113,"257 - ZURFLUH Etienne
CAF REIGNIER - KIKOUROU",V1H,34,30:25:13,09:15:58,Francia
114,"189 - HERNANDO CALLEJA Daniel
RAIDLIGHT TEAM",SEH,66,30:26:44,09:17:29,España
115,"251 - LITHERLAND Ross
Pennine Fell Runners",V1H,35,30:26:49,09:17:34,Reino Unido
116,"401 - DE GAETANO Riccardo
RUNNER'S WORLD",SEH,67,30:30:58,09:21:43,Italia
117,"263 - LEFRANCOIS Yann
OXYGèNE BELBEUF",SEH,68,30:31:46,09:22:31,Francia
118,1105 - FORESTIER Matthias,SEH,69,30:35:16,09:26:01,Francia
119,105 - PARNELL Chase,SEH,70,30:36:18,09:27:03,Estados Unidos
120,"656 - ASCONE Frédéric
TEAM RAIDLIGHT PACA",SEH,71,30:42:16,09:33:01,Francia
121,"1295 - METAIREAU Marc
Team Rhuners",V1H,36,30:42:48,09:33:33,Francia
122,"150 - PSENNER Alfred
TELMEKOM TEAM SUEDTIROL",V1H,37,30:43:16,09:34:01,Italia
123,"1349 - KIRSIC Igor
INDIVIDUAL",SEH,72,30:43:28,09:34:13,Croacia
124,186 - BOOCOCK Jennifer,SEF,6,30:45:22,09:36:07,Australia
125,309 - LAUR Sylvain,V1H,38,30:47:48,09:38:33,Francia
126,"1614 - KOZYR Mikhail
RUNNERS",SEH,73,30:51:07,09:41:52,Rusia
127,"131 - FUJIOKA Masazumi
Team 7Hills",V1H,39,30:51:44,09:42:29,Japón
128,1579 - FAYARD Benoit,SEH,74,30:52:52,09:43:37,Francia
129,"228 - GRANT Sophie
SERPENTINE",SEF,7,31:01:29,09:52:14,Reino Unido
130,"2413 - BOUDAY Ivan
SPORT ET CIMES",SEH,75,31:05:56,09:56:41,Francia
131,"2393 - ERIKSSON Christoffer
LULEKAMRATERNA",SEH,76,31:08:22,09:59:07,Suecia
132,"564 - REED Billy
EAST ANTRIM HARRIERS",V2H,5,31:08:46,09:59:31,Reino Unido
133,"2391 - RUIZ VELEZ Domingo
CAL MINGO BAR",V1H,40,31:12:24,10:03:09,España
134,"170 - PADE Constantin
TEAM DYNAFIT",SEH,77,31:17:29,10:08:14,Alemania
135,37 - STUDER Nicole,SEF,8,31:21:43,10:12:28,Estados Unidos
136,"2112 - DESSILLA Stephane
CAROUX X TRAIL",SEH,78,31:23:12,10:13:57,Francia
137,"123 - DE SAMANIEGO STETA Fernando
SAN FRANCISCO RUNNING COMPANY",SEH,79,31:25:38,10:16:23,Méjico
138,"1073 - CADEAU-BELLIARD Sebastien
Dauphiné Ski Alpinisme",SEH,80,31:26:45,10:17:30,Francia
139,530 - FIDALGO Alberto,V1H,41,31:27:31,10:18:16,España
140,"501 - GUR-ARI Ori
TIKVOT",SEH,81,31:27:55,10:18:40,Israel
141,"2149 - FLOURY Stephane
USMT/AJTVDF/SALOMON",V1H,42,31:29:12,10:19:57,Francia
142,715 - TOAMAIN Bruno,V1H,43,31:34:15,10:25:00,Francia
143,1458 - ROBERT Eric,V1H,44,31:35:58,10:26:43,Francia
144,"2491 - AUFFRET Christophe
URTXINTXAK HASPARREN",V1H,45,31:36:56,10:27:41,Francia
145,"61 - BOURASSA Denise
PATAGONIA ULTRARUNNING TEAM",V1F,6,31:39:35,10:30:20,Estados Unidos
146,1604 - GOULDEN Matthew,SEH,82,31:39:35,10:30:20,Canadá
147,1217 - LEBEAU Jérôme,V1H,46,31:41:03,10:31:48,Francia
148,"2165 - COMAU Olivier
OLICOACHING",SEH,83,31:41:07,10:31:52,Francia
149,"461 - CHARPENTIER Bruno
TRIATHLON SANNOIS FRANCONVILLE",V1H,47,31:41:10,10:31:55,Francia
150,"1580 - BESSIN Pascal
TEAM SENATRAIL",V1H,48,31:48:43,10:39:28,Francia
151,"205 - SCHAGER Reinhold
G.A.S- SALZBURG",V1H,49,31:49:50,10:40:35,Austria
152,2727 - GLORIEUX Quentin,SEH,84,31:51:36,10:42:21,Francia
153,"1504 - LEHMANN Matthias
Mulebar/FiveFingersSuisse",SEH,85,31:51:37,10:42:22,Suiza
154,"1411 - ORTIZ FABREGAS Mario
Evasion Running Reus",SEH,86,31:52:38,10:43:23,España
155,"1285 - OLLU Laurent
S/L AC LA CHAPELLE/ERDRE",V1H,50,31:52:43,10:43:28,Francia
156,"409 - TRABUCHET Ludovic
TEAM ZINZIN REPORTER",SEH,87,31:53:04,10:43:49,Francia
157,"877 - VILA Guillaume
LES FENNECS DES HOUCHES",SEH,88,31:56:20,10:47:05,Francia
158,1056 - HEDDE Fabrice,SEH,89,31:56:21,10:47:06,Francia
159,"2616 - BUCHE Jean-Pascal
BOITHEUX",V1H,51,31:57:22,10:48:07,Bélgica
160,"1064 - GAMERO RODRÍGUEZ Rafael
TODOVERTICAL+",SEH,90,31:59:06,10:49:51,España
161,"1986 - CHAU Wai Kin
HH/TSBR A",V1H,52,32:01:59,10:52:44,China
162,2090 - PERRAMON Bernat,SEH,91,32:03:48,10:54:33,España
163,1385 - OLLIVIER François,SEH,92,32:03:59,10:54:44,Francia
164,"2450 - GUITON Jean Claude
AC437",V1H,53,32:04:59,10:55:44,Francia
165,"427 - PASSAQUAY Florian
CLUB ALPIN FRANCAIS",SEH,93,32:06:55,10:57:40,Francia
166,1506 - DESPERT Franck,V1H,54,32:09:36,11:00:21,Francia
167,"714 - MAZERAND Mathieu
VEDAS ENDURANCE 2EP",V1H,55,32:15:41,11:06:26,Francia
168,"2189 - LLEDO GOMIS Juan José
CENTRO EXCURSIONISTA CREVILLENT",V1H,56,32:15:58,11:06:43,España
169,"333 - ROCHA Nuno
VODAFONE FIRST",SEH,94,32:16:13,11:06:58,Portugal
170,"1164 - CARRERAS Enric
U.E.SANT JOAN DE LES ABADESSES",SEH,95,32:17:13,11:07:58,España
171,"723 - HARRISON David
PATXANGUERUS D'ALFORJA",V2H,6,32:18:14,11:08:59,Reino Unido
172,"777 - STEHLIK Michal
AFK NOVE MESTO, BERNOSPORT.SK",ESH,2,32:18:53,11:09:38,Eslovaquia
173,"806 - BRIOT Alexandre
TOTAL TECHNICAL TOUCH TELECOM TRAIL TEAM",SEH,96,32:20:33,11:11:18,Francia
174,"1636 - NOIRY Julien
UA SOCIETE GENERALE",SEH,97,32:20:34,11:11:19,Francia
175,2552 - LEKSIC Duje,SEH,98,32:22:50,11:13:35,Croacia
176,"1032 - LEITNER Alois
AUSPO-TEAM",V2H,7,32:23:39,11:14:24,Austria
177,"2739 - VERRIERE Emmanuel
RC VICHY",V1H,57,32:24:33,11:15:18,Francia
178,1791 - GEURTS-SCHOENMAKERS Teun,SEH,99,32:25:07,11:15:52,Países Bajos
179,"1001 - SCHRAM Laurent
DALONS DES CIMES",V1H,58,32:27:00,11:17:45,Francia
180,"533 - SCHMIDT Michael
LG STEINHAGEN",V1H,59,32:27:30,11:18:15,Alemania
181,1707 - COLLIGNON Jean-Rémi,SEH,100,32:28:00,11:18:45,Francia
182,"2358 - BARRANGER emmanuel
BEAULIEU ENDURANCE COACHING",V1H,60,32:29:00,11:19:45,Francia
183,"2702 - RICHARD Sylvain
RAID DéFI SAPEURS POMPIERS BESANCON",SEH,101,32:33:17,11:24:02,Francia
184,"2356 - ACHARD Jacky
TEAM WTF RUNNINGSHOP NEWLINE OXSITIS",SEH,102,32:34:11,11:24:56,Francia
185,"219 - SHARPE Charlie
9 BAR",SEH,103,32:34:18,11:25:03,Reino Unido
186,"2340 - TASSIAUX Vincent
AGCN",V1H,61,32:37:39,11:28:24,Francia
187,"1592 - CRENN Robin
BNA",SEH,104,32:40:17,11:31:02,Francia
188,"567 - SAEVARSSON Birgir
Team Compressport Iceland",V1H,62,32:40:25,11:31:10,Islandia
189,"230 - MARGEIRSDOTTIR Elisabet
Arctic Running",SEF,9,32:40:26,11:31:11,Islandia
190,"2406 - MANZANO Ivan
CLUB MARATON ALA 14",V1H,63,32:40:30,11:31:15,España
191,"2338 - HERON Gregor
CARNETHY HRC",V1H,64,32:40:34,11:31:19,Reino Unido
192,"1006 - MORIZOT Pierre
TRI-LION BELORT",SEH,105,32:43:59,11:34:44,Francia
193,2350 - GARCIA RODRIGUEZ Jorge Manuel,V1H,65,32:45:18,11:36:03,España
194,2363 - SALOVAARA Harri,SEH,106,32:45:59,11:36:44,Finlandia
195,"856 - POURADY Kian
S/L AC LA CHAPELLE/ERDRE",V1H,66,32:46:50,11:37:35,Francia
196,"307 - SANGIORGIO Gustavo
COLUMBIA",V2H,8,32:50:04,11:40:49,Italia
197,"812 - ARRIBAS Federico Esteban
ULTRA-TRAIL BENIDORM",SEH,107,32:52:49,11:43:34,Argentina
198,"609 - MADRID MARIN Antonio
COSTERA SUR TRAIL",SEH,108,32:52:50,11:43:35,España
199,"176 - ROJANO NOVA Jose Antonio
ULTRA-TRAIL BENIDORM",V1H,67,32:52:53,11:43:38,España
200,"2291 - IBARRA BERROCAL Antonio
CEX CARTAGENA",SEH,109,32:52:58,11:43:43,España
201,2678 - MOLSKI Kuba,SEH,110,32:56:14,11:46:59,Polonia
202,1279 - ATANASOV Konstantin,SEH,111,32:57:57,11:48:42,Bulgaria
203,220 - NIKOLOVA Maria,SEF,10,32:57:59,11:48:44,Bulgaria
204,"1974 - PERRET Jean-Marc
traillers du môle",V3H,1,32:58:05,11:48:50,Francia
205,2686 - ROYER Pierre,SEH,112,32:58:19,11:49:04,Francia
206,"2643 - RAMADE Sebastien
RAID OXYGENE",V1H,68,32:58:25,11:49:10,Francia
207,2628 - DESTEFFANI Jorg,V2H,9,32:59:51,11:50:36,Suiza
208,168 - ROCH Joan,V1H,69,33:02:02,11:52:47,Canadá
209,"1973 - QUELOZ Stéphane
GS FRANCHES MONTAGNES",SEH,113,33:02:51,11:53:36,Suiza
210,"2230 - BROOKS Mark
DARTMOOR RUNNERS",V1H,70,33:02:52,11:53:37,Reino Unido
211,2190 - BOLLER Holger,V1H,71,33:06:14,11:56:59,Alemania
212,"1544 - SULYOK Abris
MECSEK MARATON TEAM",SEH,114,33:06:39,11:57:24,Hungría
213,500 - PEREZ SERRANO Carmen Maria,SEF,11,33:07:38,11:58:23,España
214,"201 - RENAUT Stephane
DAC REIMS",SEH,115,33:10:23,12:01:08,Francia
215,"1106 - MALLEGOL Didier
ergue vraz court",V2H,10,33:12:43,12:03:28,Francia
216,"1089 - RABER Horst
SV SOLIDARITäT ISMANING",V1H,72,33:13:41,12:04:26,Alemania
217,"305 - TAM Chun Fung
TEAM COLUMBIA HK",SEH,116,33:17:11,12:07:56,HK
218,"1954 - CASTRO MARTIN Raul
ACE BOMBERS BCN JG",SEH,117,33:20:39,12:11:24,España
219,"2293 - VICENTE BLANCO Jesus
ASSOCIACIO EXCURSIONISTA CORNUDELLA DE MONTSANT",V1H,73,33:24:53,12:15:38,España
220,"1549 - BORNENS David
AVOC",SEH,118,33:25:28,12:16:13,Francia
221,1511 - CONVERT Franck,V1H,74,33:27:09,12:17:54,Francia
222,"256 - NINI Jürgen
UASC ATTERSEE WEST",SEH,119,33:27:18,12:18:03,Austria
223,"483 - RADZIEJOWSKI Jakub
UKA WARSZAWA/inne spacery",SEH,120,33:28:36,12:19:21,Polonia
224,363 - WATTS Amelia,SEF,12,33:28:42,12:19:27,Reino Unido
225,"504 - CROTTI Federico
FDT",V1H,75,33:29:02,12:19:47,Italia
226,789 - KAMENDY Marian,V1H,76,33:29:35,12:20:20,Eslovaquia
227,"2526 - IRAZUSTABARRENA Xabier
GAILURRERUNTZ",SEH,121,33:30:18,12:21:03,España
228,"239 - ETXEBERRIA Igor
CODEAM-ZARAUTZ",V1H,77,33:30:19,12:21:04,España
229,"1033 - RENARD Philippe
AL SAINT-MARC-LE-BLANC",V1H,78,33:31:54,12:22:39,Francia
230,1054 - HERNANDEZ Narciso,V1H,79,33:32:27,12:23:12,España
231,758 - SIMPSON Jack,SEH,122,33:32:50,12:23:35,Reino Unido
232,"1700 - COHADON Sylvain
RAID DEFI SAPEURS POMPIERS BESANCON",SEH,123,33:38:42,12:29:27,Francia
233,405 - BAULIER Quentin,SEH,124,33:44:47,12:35:32,Francia
234,"1515 - TAINTURIER Pierre-Henry
ESPACE ET COURSE MONISTROL",SEH,125,33:45:32,12:36:17,Francia
235,"996 - BALTER Werner
LSV FELDKIRCH",V2H,11,33:52:10,12:42:55,Austria
236,1872 - JOURDAIN Benoit,V1H,80,33:56:44,12:47:29,Francia
237,"811 - GORGAINI Cristiano
ATLETICA E PODISMO CASTEL GOFFREDO",V1H,81,33:59:51,12:50:36,Italia
238,1617 - TSUKEV Plamen,SEH,126,34:04:01,12:54:46,Bulgaria
239,"664 - SANCHEZ ROMERO Ramon
GRUPO MONTAñA MONóVAR",SEH,127,34:06:02,12:56:47,España
240,816 - FILGUEIRAS Miguel,V1H,82,34:06:47,12:57:32,España
241,2671 - DELEMONTEZ Didier,V2H,12,34:07:30,12:58:15,Francia
242,"1094 - IVANOV Bernrad
SRK ALBA",V1H,83,34:08:28,12:59:13,Croacia
243,"419 - POOLE James
AR Endurance Sports Ltd",SEH,128,34:08:30,12:59:15,Reino Unido
244,"354 - BOUTHEMY Guy
STADE LAURENTIN ATHLETISME",V3H,2,34:09:37,13:00:22,Francia
245,"1493 - TILMANT Alexandre
CENTRAL PARK TRACK CLUB",V1H,84,34:09:42,13:00:27,Francia
246,2351 - OLSEN Mikkel,SEH,129,34:11:07,13:01:52,Dinamarca
247,"912 - COUVIDAT Pascal
PHAR LONGWY",V1H,85,34:12:17,13:03:02,Francia
248,"2764 - SANTOS PEREZ Julio
MONTARACES TRAIL",V1H,86,34:14:33,13:05:18,España
249,"526 - LÓPEZ LLORENTE José Manuel
R.S.E. DE ALP PEÑALARA",SEH,130,34:14:36,13:05:21,España
250,735 - GOYET Pierre,SEH,131,34:16:18,13:07:03,Francia
251,1709 - DERUAZ Emmanuel,V2H,13,34:16:49,13:07:34,Francia
252,"2516 - VENTURINI Corrado
ASD I CINGHIALI",V1H,87,34:18:22,13:09:07,Italia
253,"1881 - LE TINEVEZ Vincent
SALEVE TRAIL",SEH,132,34:19:34,13:10:19,Francia
254,"753 - SIBILA VIDAL Oriol
DESMUNTAMARGES NAVàS",V1H,88,34:24:31,13:15:16,España
255,"160 - BATRIU SIBILA Xavier
C.E.B.",SEH,133,34:24:33,13:15:18,España
256,"241 - VALIENTE CABALLERO Maria Yolanda
RUNNING CID PETRER",V2F,1,34:25:00,13:15:45,España
257,825 - PASCOE Dominic,V1H,89,34:26:25,13:17:10,Reino Unido
258,"1817 - KANO Shunsuke
RUN OR DIE!!",SEH,134,34:26:49,13:17:34,Japón
259,"2332 - MARCONI Luca
ASD KINOMANA",SEH,135,34:26:52,13:17:37,Italia
260,"1367 - MEYRONEINC Jean-Jacques
BEAUMONT ATHLéTIQUE CLUB",SEH,136,34:27:06,13:17:51,Francia
261,"521 - MOREAU Thomas
Point Trop N'en Faut",V1H,90,34:27:40,13:18:25,Francia
262,"535 - SEILLAN Bernard
SPUC LASTERKA",V1H,91,34:28:38,13:19:23,Francia
263,"381 - GUIBERT Clement
La Trotte a Clement",SEH,137,34:29:02,13:19:47,Francia
264,2361 - DUFUS Fabrice,V1H,92,34:29:46,13:20:31,Francia
265,"1855 - MALKOWSKI Krzysztof
YORK.PL",SEH,138,34:29:49,13:20:34,Polonia
266,778 - PETERSEN Paul,V2H,14,34:30:10,13:20:55,Argentina
267,"1216 - EIDE Christopher
INSIDE TRAIL RACING / EXCELSIOR",SEH,139,34:30:11,13:20:56,Estados Unidos
268,"1318 - NEGRO Gilbert
TEAM BOCK DU MONT BLANC",V2H,15,34:30:34,13:21:19,Francia
269,2199 - GERINIERE Pierre,V2H,16,34:30:36,13:21:21,Francia
270,"179 - SANTOS SOUSA Lucinda
GONDOMAR FUTSAL CLUBE",V1F,7,34:33:29,13:24:14,Portugal
271,"223 - SIMOES Susana
DESAFIOS A DOIS",V1F,8,34:33:30,13:24:15,Portugal
272,"1423 - RABITO Massimo
RUNNERS TEAM ZANE'",V2H,17,34:34:19,13:25:04,Italia
273,"2604 - SPINARDI Matteo
SCI CLUB CORRADO GEX",SEH,140,34:37:04,13:27:49,Italia
274,"1666 - SUAREZ FERNANDEZ Antonio Jose
C.D.E.BICICLETAS META",V1H,93,34:38:44,13:29:29,España
275,"2566 - LEUZE Marcel
MTV KRONBERG",SEH,141,34:39:44,13:30:29,Alemania
276,"1333 - PHILLIPS Joshua
BLUE MOUNTAINS MARATHON CLINIC",SEH,142,34:40:25,13:31:10,Australia
277,"1790 - PROUST Christopher
UAMAURIENNE",SEH,143,34:41:41,13:32:26,Francia
278,"1048 - SOUSA Nélson
PAREDES AVENTURA",SEH,144,34:41:56,13:32:41,Portugal
