index,0,1,2,3,4,5
89,"70 - BORDONI Carluccio
2002 MARATHON CLUB",V2H,4,30:42:28,09:09:10.000000,Italia
90,45 - DAVIS Matthew,SEH,46,30:43:08,09:09:50.000000,Reino Unido
91,"3118 - BERTOLI MATTEO
ASS.SPORTIVA FREE-ZONE",V1H,36,30:43:48,09:10:30.000000,Italia
92,"2247 - BESSIN Pascal
CO SUD ESSONNE",V1H,37,30:46:26,09:13:08.000000,Francia
93,2967 - MENGEL Jean-Pierre,V1H,37,30:46:26,09:13:08.000000,Francia
94,"2792 - LITHERLAND Ross
MACCLESFIELD HARRIERS",SEH,47,30:55:48,09:22:30.000000,Reino Unido
95,"3922 - COULTHURST Andrew
FRA",SEH,48,30:56:08,09:22:50.000000,Reino Unido
96,"3598 - BENECH David
TROYES TRIATHLON",SEH,49,30:57:34,09:24:16.000000,Francia
97,"304 - SAVARY gabriel
R.MORAND",SEH,50,30:57:50,09:24:32.000000,Suiza
98,"3998 - ROIG ROSELL Vicente
DEL'AQUA - Desafío Vicente",SEH,51,30:58:28,09:25:10.000000,España
99,"2287 - PALMER Mark
MYNYDD DU",V1H,39,30:59:19,09:26:01.000000,Reino Unido
100,"3002 - PEDREGAL PRADOS Valentin Antonio
GRUPO DE MONTANA PENA SANTA",V1H,40,31:03:56,09:30:38.000000,España
101,"3122 - MERCEREAU Thierry
Endurance shop 44",V1H,41,31:07:21,09:34:03.000000,Francia
102,4030 - DOSSOT Jean-Marc,V2H,5,31:07:21,09:34:03.000000,Francia
103,2324 - PROST-A-PETIT Pierre,V1H,42,31:11:09,09:37:51.000000,Suiza
104,"3331 - HAUMANN Eric
AC CHATENOIS",V1H,43,31:12:18,09:39:00.000000,Francia
105,"2598 - TOTMA Jean-Cyrille
COURIR EN PAYS DE GRASSE",V1H,44,31:13:18,09:40:00.000000,Francia
106,533 - PALOUS Philippe,V1H,45,31:16:37,09:43:19.000000,Francia
107,"2767 - ZIMMERMANN Denise
LAUFTREFF MELS",SEF,4,31:16:38,09:43:20.000000,Suiza
108,"3958 - GILBERG Runar
SK VIDAR",V1H,46,31:19:22,09:46:04.000000,Noruega
109,433 - DOUSSOT Laurent,V1H,47,31:23:29,09:50:11.000000,Francia
110,"3868 - MELIA Brian John
ILKLEY HARRIERS/GRITSTONE",V1H,48,31:24:34,09:51:16.000000,Reino Unido
111,"66 - VAN WETTER Renaud
COUREURS CELESTES",SEH,52,31:25:18,09:52:00.000000,Bélgica
112,"2677 - DOSTRICHE Nicolas
TEAM NELLES CELESTE",SEH,52,31:25:18,09:52:00.000000,Bélgica
113,"2995 - DUBOUX Frédéric
FRANCOIS SPORTS",V1H,49,31:28:17,09:54:59.000000,Suiza
114,"144 - HERBRON Franck
CAF MORZINE",SEH,54,31:28:51,09:55:33.000000,Francia
115,"78 - ERROTABEREA Gilles
BAZTANDARRAK",V1H,50,31:32:10,09:58:52.000000,Francia
116,2427 - NABONNAND Antoine,SEH,55,31:32:10,09:58:52.000000,Francia
117,"2909 - BELARDINI Gianluca
ATLETICA AMATORI VELLETRI",SEH,56,31:37:27,10:04:09.000000,Italia
118,"3659 - HUDRY Jean Francois
FAUCIGNY ATHLETIC CLUB",V1H,51,31:37:33,10:04:15.000000,Francia
119,"92 - PITSCHEIDER Stephan
ULTRARUN SUDTIROL",V2H,6,31:38:09,10:04:51.000000,Italia
120,"3284 - CATALA Benoit
NON LICENCIE",SEH,57,31:40:34,10:07:16.000000,Francia
121,"3901 - SANGIORGIO Gustavo
TNF",V1H,52,31:41:09,10:07:51.000000,Italia
122,"2647 - VAN DE WATER Bart
ENDURANCE TEAM KASTERLEE",V1H,53,31:42:24,10:09:06.000000,Bélgica
123,"2368 - MESTRE ALEMANY Jose
CORRIOL XTREME OLIVA",SEH,58,31:42:49,10:09:31.000000,España
124,"2252 - MISTELI Michael
LSV BASEL",V1H,54,31:44:05,10:10:47.000000,Suiza
125,"4072 - AHANSAL Mohamad
MTV INGOLSTADT-ALLEMAGNE",SEH,59,31:47:37,10:14:19.000000,Marruecos
126,3823 - EXERTIER Yann,SEH,60,31:48:37,10:15:19.000000,Francia
127,"4050 - OLMQVIST Fredrik
RUNNER'S WORLD",V1H,55,31:48:59,10:15:41.000000,Suecia
128,"3535 - KUHN Thierry
SAINT-LOUIS RUNNING CLUB",V2H,7,31:49:19,10:16:01.000000,Francia
129,3858 - MARCHAND Christophe,SEH,61,31:49:19,10:16:01.000000,Francia
130,"2686 - COLLETER Thomas
13ème BCA/CSA EMHM",SEH,62,31:49:36,10:16:18.000000,Francia
131,"3004 - REMY Emmanuel
AMITIE NATURE TARBES",V1H,56,31:52:34,10:19:16.000000,Francia
132,2728 - BOUCHER Eric,V1H,57,31:56:34,10:23:16.000000,Francia
133,263 - POLY Roland,V2H,8,31:56:48,10:23:30.000000,Francia
134,"2974 - RIEROLA CASADEVALL Ramon
CLUB OLIMPIC MANLLEU / EME ESPORTS",SEH,63,31:57:19,10:24:01.000000,España
135,"2634 - WISLET Christophe
TEAM 33",V1H,58,32:00:52,10:27:34.000000,Bélgica
136,3165 - DOSANTOS CALVO Juaquin,SEH,64,32:02:50,10:29:32.000000,España
137,"3047 - CROSET Bruno
ASVEL",V2H,9,32:03:03,10:29:45.000000,Francia
138,"3766 - GAGNERET Yannick
SPORT NATURE VILLE-LA-GRAND",SEH,65,32:03:15,10:29:57.000000,Francia
139,"2046 - LAUZE Marc
BEZIERS TRIATHLON FUSALP",V1H,59,32:03:20,10:30:02.000000,Francia
140,"3376 - GALINDO PERALES Alejandro
-",SEH,66,32:04:52,10:31:34.000000,España
141,"2560 - MORENO GALVEZ Angel
MAIMAKANSU",V2H,10,32:05:34,10:32:16.000000,España
142,"3404 - PEREZ Iñaki
UNIO EXCURSIONISTA SABADELL",SEH,67,32:05:34,10:32:16.000000,España
143,232 - GOUFFRANT Jerome,V1H,60,32:08:01,10:34:43.000000,Francia
144,"2714 - VALETTE Laurent
ACTIVASPORT",V1H,61,32:08:54,10:35:36.000000,Francia
145,"2210 - PAZO TORRES Francisco Javier
NUTRIAS PANTANERAS",SEH,68,32:12:46,10:39:28.000000,España
146,"193 - SICURELLI Ernesto
JOUMELAGE CHAMONIX DAVOS",V3H,1,32:12:54,10:39:36.000000,Suiza
147,"2867 - VILALTA BERENGUERAS Salvador
ASSOCIACIO EXCURSIONISTA CASTELLTERCOL",SEH,69,32:15:49,10:42:31.000000,España
148,2157 - SCHMIDTHALER Friedrich,V1H,62,32:18:10,10:44:52.000000,Austria
149,"2207 - ARCHBOLD James
BORROWDALE FELLRUNNERS",V1H,63,32:20:27,10:47:09.000000,Reino Unido
150,50 - DELEMONTEZ Didier,V2H,11,32:21:09,10:47:51.000000,Francia
151,"3991 - CHARRETIER Nicolas
FREJUS ORIENTATION",V1H,64,32:23:25,10:50:07.000000,Francia
152,"3591 - DENIS Emmanuel
GHAA",SEH,70,32:23:26,10:50:08.000000,Francia
153,"2177 - WAGNER Thomas
-",SEH,71,32:24:31,10:51:13.000000,Austria
154,3577 - FAVRE Alain,V1H,65,32:25:04,10:51:46.000000,Francia
155,2047 - SCHLUCHTER Adrien,V2H,12,32:26:33,10:53:15.000000,Suiza
156,"3341 - CARMENES BENITEZ Jose Antonio
GOIENA",SEH,72,32:27:00,10:53:42.000000,España
157,3161 - SERVEAUX Freddy,SEH,73,32:28:47,10:55:29.000000,Francia
158,2703 - AUBERY Pierre,SEH,74,32:29:26,10:56:08.000000,Francia
159,"2876 - VEICS Arturs
GUGATNIS",SEH,75,32:30:47,10:57:29.000000,Letonia
160,3622 - GILLIGAN Mark,SEH,76,32:34:34,11:01:16.000000,Estados Unidos
161,"2202 - SAHUQUILLO FALCO Javier
TUGA ACTIVE WEAR",SEH,77,32:36:24,11:03:06.000000,España
162,"726 - WEISS Georg
LG ROSBACH",V1H,66,32:37:34,11:04:16.000000,Alemania
163,"399 - TESCARI Thierry
GARD ORIENTATION",V1H,67,32:40:09,11:06:51.000000,Francia
164,"2158 - OROVIO NARANJO Jesus
TIERRATRAGAME",V1H,68,32:40:13,11:06:55.000000,España
165,"4033 - BERTRAND Gilles
ENTENTE VIVAROISE ATHLETIQUE",V2H,13,32:41:33,11:08:15.000000,Francia
166,212 - GOUTAGNY Georges,V1H,69,32:42:50,11:09:32.000000,Francia
167,"3711 - RIZZOTTO Julien
BALISE 25 BESANCON",SEH,78,32:49:11,11:15:53.000000,Francia
168,"3658 - LUCKER Alan
BOWLAND FELL RUNNERS",SEH,79,32:52:18,11:19:00.000000,Reino Unido
169,"179 - MAIRE Florent
RUN ET SENS",V1H,70,32:53:12,11:19:54.000000,Francia
170,"2884 - TRUCHET Yves
ARSL",SEH,80,32:55:52,11:22:34.000000,Francia
171,"2125 - TABUTEAU Stephane
MELUSIN ATHLETIQUE CLUB CANTONAL MACC LUSIGNAN",V1H,71,32:56:34,11:23:16.000000,Francia
172,"3221 - PEZIERE Xavier
EVMA",V2H,14,32:57:55,11:24:37.000000,Francia
173,3382 - JOUBAND Frederic,SEH,81,32:58:56,11:25:38.000000,Francia
174,"2248 - ASSADI Herve
DIJON UNIVERSITE CLUB",V1H,72,33:00:30,11:27:12.000000,Francia
175,"2351 - SOULIER Helian
JUDO CLUB S'AFFRIQUE",V2H,15,33:03:04,11:29:46.000000,Francia
176,"3164 - STRICOT Denis
STADE MONTOIS ATHLETISME",V1H,73,33:03:28,11:30:10.000000,Francia
177,"2597 - DESSEREY Sebastien
ASPTT TOULON",SEH,82,33:05:21,11:32:03.000000,Francia
178,3141 - BLANCHET Paul,SEH,83,33:06:47,11:33:29.000000,Francia
179,3957 - LEFIEF Jean-Philippe,V1H,74,33:07:50,11:34:32.000000,Francia
180,"3879 - DERIVAZ Vincent
Sécurité Militaire",SEH,84,33:09:22,11:36:04.000000,Suiza
181,2620 - MONNIER Herve,SEH,85,33:10:39,11:37:21.000000,Francia
182,"3297 - GAMBLE Giles
CHESHIRE HILL RACERS",V1H,75,33:13:57,11:40:39.000000,Reino Unido
183,3639 - AYME Lionel,SEH,86,33:13:57,11:40:39.000000,Francia
184,3920 - JEANNIN Walter,V1H,76,33:14:05,11:40:47.000000,Francia
185,"3396 - CHAUTARD Vincent
Les Chevaliers du vent",SEH,87,33:14:46,11:41:28.000000,Francia
186,"4013 - EHANNO Audrey
LES CHEVALIERS DU VENT",SEF,5,33:17:53,11:44:35.000000,Francia
187,"4079 - ROUSSET Julia
JULBO",SEF,5,33:17:53,11:44:35.000000,Francia
188,3273 - POITTEVIN Matthieu,SEH,88,33:18:04,11:44:46.000000,Francia
189,325 - PLAKANS Atis,V1H,77,33:18:16,11:44:58.000000,Letonia
190,"3571 - BONNARD Emmanuel
/",V1H,78,33:18:51,11:45:33.000000,Francia
191,"308 - MIALOCQ Pierre
CASCANTELHA ORTHEZ",V2H,16,33:18:52,11:45:34.000000,Francia
192,"2433 - IBOS Hugues
VAL DE REUIL AC",V1H,79,33:18:52,11:45:34.000000,Francia
193,"3472 - ROTGE Gérard
LA FOULEE SISTERONAISE",V2H,17,33:20:37,11:47:19.000000,Francia
194,"4063 - CARVALHO Cristina
NUCLEO AVENTURA/ PROJETO MULHER",V1F,1,33:23:13,11:49:55.000000,Brasil
195,2441 - GERINIERE Pierre,V1H,80,33:23:31,11:50:13.000000,Francia
196,"2698 - PERRET Jean-Marc
LES TRAILERS DU MOLE",V2H,18,33:23:31,11:50:13.000000,Francia
197,3386 - BRET Pascal,SEH,89,33:25:19,11:52:01.000000,Francia
198,"254 - GIULIANI Laurent
TRAILER LA FOULY",V1H,81,33:26:07,11:52:49.000000,Suiza
199,2966 - HENRY Eric,V1H,82,33:28:39,11:55:21.000000,Francia
200,2646 - LEHMANN Matthias,SEH,90,33:30:42,11:57:24.000000,Suiza
201,279 - DEDOUCHE Christophe,SEH,91,33:30:43,11:57:25.000000,Francia
202,238 - GINETTI Bernard,V1H,83,33:32:00,11:58:42.000000,Bélgica
203,"2033 - ZIEGELMEIER Karl
SV MARIENSTEIN (EICHSTATT)",V2H,19,33:32:07,11:58:49.000000,Alemania
204,"3356 - BANOS CASTILLO Toni
CLUB ESQUI BERGUEDA",SEH,92,33:33:43,12:00:25.000000,España
205,"202 - MOLLARET Bruno
SALOMON",V1H,84,33:35:37,12:02:19.000000,Francia
206,"2926 - SCHILLINGS Volker
PST TRIER",SEH,93,33:36:07,12:02:49.000000,Alemania
207,"888 - ZIMMER Christian
LSG SCHMELZ-HUTTERSDORF",SEH,94,33:36:08,12:02:50.000000,Alemania
208,"2054 - LUQUE AGUILAR Antonio
SA MILANA-ALARO",SEH,95,33:37:47,12:04:29.000000,España
209,"3051 - SERRA VICENS Nadal
SECCIO MUNTANYA CLUB POLLENCA",V1H,85,33:37:47,12:04:29.000000,España
210,631 - SALMON Claude,V1H,86,33:39:19,12:06:01.000000,Francia
211,"2367 - SUMMERS Peter
HANDY CROSS RUNNERS",V1H,87,33:39:21,12:06:03.000000,Reino Unido
212,2893 - GOBAILLE Mathieu,SEH,96,33:40:25,12:07:07.000000,Francia
213,"134 - KUENTZMANN Remi
TEAM RAIDLIGHT",V2H,20,33:44:09,12:10:51.000000,Francia
214,"556 - FALQUY Jean-Louis
AVOC",V1H,88,33:44:54,12:11:36.000000,Francia
215,440 - LETELLIER Jean Claude,SEH,97,33:44:55,12:11:37.000000,Francia
216,2551 - FESTA giorgio,SEH,98,33:46:18,12:13:00.000000,Italia
217,"2520 - FRATTINI Ludovic
SKI CLUB VAGNEY ROCHESSON",SEH,99,33:46:43,12:13:25.000000,Francia
218,"2456 - OLASO Marc
PARIS SPORT CLUB",SEH,100,33:48:50,12:15:32.000000,Francia
219,"276 - BAUDET Francis
SKI DE FOND DE CHAMONIX",V2H,21,33:51:47,12:18:29.000000,Francia
220,"2342 - SERRA MATEU Josep
CLUB ALPI PALAMOS",V1H,89,33:53:44,12:20:26.000000,España
221,"3312 - GONCALVES Nuno
CLUBE DE MONTANHA DO FUNCHAL",V1H,90,33:58:24,12:25:06.000000,Portugal
222,"2444 - ANSOLEAGA Gotzon
ORDIZIAKO MENDIZALEAK",SEH,101,34:00:56,12:27:38.000000,España
223,"3876 - OLASAGASTI Nathalie
STADE ST GAUDINOIS / PYRENEES RAIDERS",SEF,7,34:03:13,12:29:55.000000,Francia
224,2156 - VERVIER Eric,V1H,91,34:03:16,12:29:58.000000,Bélgica
225,"3183 - LEJEUNE Bernard
RCA SPA",SEH,102,34:03:16,12:29:58.000000,Bélgica
226,200 - FANCOLI Massimiliano,SEH,103,34:04:01,12:30:43.000000,Italia
227,"192 - SCHWEIZER Werner
OXYGENE ANNEMASSE",V4H,1,34:07:29,12:34:11.000000,Suiza
228,2838 - FEMINIER Eric,V1H,92,34:08:04,12:34:46.000000,Francia
229,2436 - YAGISHITA Dai,SEH,104,34:09:36,12:36:18.000000,Japón
230,"2649 - HOLZINGER Johann
AUSPOTEAM",V1H,93,34:17:37,12:44:19.000000,Austria
231,"436 - ZADOKS Gideon
UFO",V1H,94,34:17:49,12:44:31.000000,Países Bajos
232,"2942 - MAIR Stefan
SV-GALLNEUKIRCHEN",V1H,95,34:19:36,12:46:18.000000,Austria
233,"2554 - PAILLETTE David
AC BARENTIN",SEH,105,34:21:03,12:47:45.000000,Francia
234,3215 - GAUMONT Yann,SEH,105,34:21:03,12:47:45.000000,Francia
235,"3339 - ESTHER Sully
AXA SPORTS ET LOISIRS",V2H,22,34:21:43,12:48:25.000000,Francia
236,"3565 - FOUILLAT Bernard
RUNNING CLUB DE MABLY",V1H,96,34:25:38,12:52:20.000000,Francia
237,"493 - KNODEL Ralf
DJK SCHWABISCH GMUND",V1H,97,34:27:40,12:54:22.000000,Alemania
238,2301 - DESPLANCHES Nicolas,V1H,98,34:29:19,12:56:01.000000,Francia
239,"3900 - MASE Chigaya
THE NORTHE FACE JAPAN",V1F,2,34:30:02,12:56:44.000000,Japón
240,3516 - MALLET Herve,SEH,107,34:30:32,12:57:14.000000,Francia
241,1056 - XAVIER Bruno,SEH,108,34:32:03,12:58:45.000000,Francia
242,"2868 - BAHA Farid
ASPHALTE 94",V2H,23,34:34:49,13:01:31.000000,Francia
243,"221 - DORNE Franck
CAF ISERE",V1H,99,34:36:14,13:02:56.000000,Francia
244,"220 - ARLOT christophe
CAF ISERE",V1H,100,34:36:24,13:03:06.000000,Francia
245,214 - EGLI Daniel,V1H,101,34:36:39,13:03:21.000000,Suiza
246,2585 - FOURNIER Gilbert,V1H,102,34:38:59,13:05:41.000000,Suiza
247,3016 - BASSARD Vincent,V1H,103,34:40:12,13:06:54.000000,Francia
248,"2864 - VOISIN Vincent
CARROZ VERTICAL",SEH,109,34:41:30,13:08:12.000000,Francia
249,"3838 - DONZEL Bernard
ELAN VOGLANAIS HANDISPORT",V2H,24,34:47:21,13:14:03.000000,Francia
250,"122 - BERTONE Silvio
ATL. ZERBION",V1H,104,34:49:30,13:16:12.000000,Italia
251,"2253 - LEITE Luis
CONFRARIA TROTAMONTES",SEH,110,34:51:11,13:17:53.000000,Portugal
252,"252 - THUR Erwin
TV TEUFEN",V2H,25,34:51:55,13:18:37.000000,Suiza
253,"3541 - VILQUIN Claude
A.S.C.H.U.CAEN",V2H,26,34:52:38,13:19:20.000000,Francia
254,2917 - LONGUE Olivier,V1H,105,34:54:43,13:21:25.000000,Francia
255,"2413 - HAMRI Mongi
MASSILIA TRIATHLON",V1H,106,34:55:07,13:21:49.000000,Francia
256,"3129 - COLOMER LOPEZ Txema
C.A. RUNNING",V1H,107,34:55:55,13:22:37.000000,España
257,"2888 - BOOTH Dan
M.D.C.",V1H,108,34:56:43,13:23:25.000000,Reino Unido
258,2145 - ABBEY Gabriel,SEH,111,34:57:54,13:24:36.000000,Francia
259,3219 - BARILLOT Jean,SEH,112,35:00:43,13:27:25.000000,Francia
260,2192 - DUCERF Ludovic,V1H,109,35:01:27,13:28:09.000000,Francia
261,"3212 - MIQUEL Philippe
SALTA BARTAS",V1H,110,35:01:44,13:28:26.000000,Francia
262,"3634 - SEGOND Dominique
AS CALUIRE",V1H,111,35:05:40,13:32:22.000000,Francia
263,690 - RENAULT Xavier,V1H,112,35:07:31,13:34:13.000000,Francia
264,3941 - ORTIZ-GONZALEZ CARBALLO Jose Ramon,SEH,113,35:12:05,13:38:47.000000,España
265,"2790 - MOLINA Ismael
UNIO MUNTANYENCA ERAMPRUNYA",SEH,114,35:12:26,13:39:08.000000,España
