posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
28,23:48:15,04:46:21,Hallvard SCHJØLBERG,LOFOTEN ULTRALOPERKLUBB ,Noruega,M,VET-A,utmb,2017
29,23:50:15,04:48:21,Alberto VINAGRE CRUZ,BTR PROTEAM,España,M,SENIOR,utmb,2017
30,24:12:38,05:10:44,Vicente PARRA HERNANDEZ,PEDREZUELA HAGLOFS,España,M,SENIOR,utmb,2017
31,24:18:57,05:17:03,Jean CAUCHON,NONE,Canadá,M,SENIOR,utmb,2017
32,24:23:10,05:21:16,Danny KENDALL,SCOTT SPORTS UK,Reino Unido,M,SENIOR,utmb,2017
33,24:29:58,05:28:04,Anthony GAY,OXSITIS ,Francia,M,SENIOR,utmb,2017
34,24:44:07,05:42:13,Andrew SKURKA,NONE,Estados Unidos,M,SENIOR,utmb,2017
35,24:58:48,05:56:54,Roman EVARTS,TREKKING TEAM 007,Letonia,M,SENIOR,utmb,2017
36,25:18:35,06:16:41,Alvaro RODRIGUEZ BARREIRO,SPORT HG,España,M,VET-A,utmb,2017
37,25:24:01,06:22:07,Stephane PHILIPPE,TRSP LHERITIER,Francia,M,VET-A,utmb,2017
38,25:34:19,06:32:25,Ivano MOLIN,TEAM PEGGIORI SCARPA-MICO,Italia,M,VET-A,utmb,2017
39,25:36:48,06:34:54,Luís TEJERO SERGIO,PEDREZUELA,España,M,VET-A,utmb,2017
40,25:44:18,06:42:24,Artem ROSTOVTSEV,RRC RUN CLUB,Rusia,M,SENIOR,utmb,2017
41,25:46:43,06:44:49,Núria PICAS,BUFF PRO TEAM,España,F,VET-A,utmb,2017
42,25:48:02,06:46:08,Yoshikazu HARA,NONE,Japón,M,VET-A,utmb,2017
43,25:49:18,06:47:24,Andrea HUSER,MAMMUT PRO TEAM,Suiza,F,VET-A,utmb,2017
44,25:50:30,06:48:36,Zachary VIOLETT,NONE,Estados Unidos,M,SENIOR,utmb,2017
45,25:51:56,06:50:02,Tomas KACMARCIK,CZ&SK-INOV8 TEAM,Eslovaquia,M,VET-A,utmb,2017
46,25:54:16,06:52:22,Manuel ANGUITA BAYO,ASICS- CDSOHAILLASENDA,España,M,SENIOR,utmb,2017
47,25:58:52,06:56:58,Andrew VERMILYEA,NUUN,Estados Unidos,M,SENIOR,utmb,2017
48,26:06:12,07:04:18,Jason SCHLARB,NONE,Estados Unidos,M,SENIOR,utmb,2017
49,26:09:21,07:07:27,Ginés ARROYO MORENO,ESPUNA TRAIL,España,M,SENIOR,utmb,2017
50,26:12:06,07:10:12,Sage CANADAY,HOKA ONE ONE,Estados Unidos,M,SENIOR,utmb,2017
51,26:27:52,07:25:58,Jiagen YANG,LA SPORTIVA,China,M,SENIOR,utmb,2017
52,26:36:57,07:35:03,Ludovic BOURGEOIS,TEAM RUNNING CONSEIL JURA,Francia,M,SENIOR,utmb,2017
53,26:39:03,07:37:09,Christelle BARD,NONE,Francia,F,SENIOR,utmb,2017
54,26:46:10,07:44:16,Hiroaki MATSUNAGA,THE NORTH FACE,Japón,M,SENIOR,utmb,2017
55,26:50:07,07:48:13,Fabio DI GIACOMO,RUNNERS VALBOSSA AZZATE - SOJO VASARO TRAIL TEAM,Italia,M,SENIOR,utmb,2017
56,26:50:37,07:48:43,Julien LEFRANC,NONE,Francia,M,SENIOR,utmb,2017
57,26:53:57,07:52:03,David NIBLACK,NONE,Estados Unidos,M,SENIOR,utmb,2017
58,26:56:55,07:55:01,René ROVERA,TEAM GARMIN ADVENTURE,Francia,M,VET-A,utmb,2017
59,26:57:46,07:55:52,Jeremy LAVY,NONE,Francia,M,SENIOR,utmb,2017
60,27:05:25,08:03:31,Emir GRAIRI,ESTY,Túnez,M,SENIOR,utmb,2017
61,27:16:07,08:14:13,Diego PUENTE PELAYO,CERREDO 643,España,M,VET-A,utmb,2017
62,27:16:09,08:14:15,Alejandro GOMEZ IRIBERRI,CERREDO 643,España,M,VET-A,utmb,2017
63,27:22:51,08:20:57,Piotr CHOROS,STAY INSANE,Polonia,M,SENIOR,utmb,2017
64,27:23:47,08:21:53,Marc BILLET JEAN,TERRE DE RUNNING ALBERTVILLE ,Francia,M,SENIOR,utmb,2017
65,27:25:00,08:23:06,Mikel LASARTE,SOC. EXC. MANUEL IRADIER,España,M,SENIOR,utmb,2017
66,27:26:43,08:24:49,Albert HERRERO,ULTRA LLEIDA,España,M,SENIOR,utmb,2017
67,27:31:14,08:29:20,Marc BARTHÉLÉMY,"RUNNING CLUB ARPAJON,TEAM UTPMA",Francia,M,SENIOR,utmb,2017
68,27:31:39,08:29:45,Kaori NIWA,SALOMON,Japón,F,VET-A,utmb,2017
69,27:35:54,08:34:00,Jean EWALD,NONE,Francia,M,SENIOR,utmb,2017
70,27:39:21,08:37:27,Guo QIYUN,LASPORTIVA CHINA CLUB,China,M,SENIOR,utmb,2017
71,27:45:57,08:44:03,Aleksei TOLSTENKO,TRAIL RUNNING SCHOOL,Rusia,M,SENIOR,utmb,2017
72,27:47:59,08:46:05,Rafal BIELAWA,WWW.IECO.PL,Polonia,M,VET-A,utmb,2017
73,27:51:48,08:49:54,Florian VIEUX,CA DENTS DU MIDI,Suiza,M,SENIOR,utmb,2017
74,27:54:22,08:52:28,Iñaki CATALAN,ERLAITZ M.E.,España,M,VET-A,utmb,2017
75,27:54:54,08:53:00,Takeshi NODA,TEAM 100 MILE,Japón,M,SENIOR,utmb,2017
76,27:58:48,08:56:54,Alexis LECANU,LYON MOUNTAIN TRAIL,Francia,M,SENIOR,utmb,2017
77,28:00:09,08:58:15,Thomas ROBERTSHAW,NONE,Reino Unido,M,SENIOR,utmb,2017
78,28:03:10,09:01:16,Nate JAQUA,NONE,Estados Unidos,M,SENIOR,utmb,2017
79,28:03:10,09:01:16,Benjamin BUCKLIN,SPOKANE DISTANCE PROJECT,Estados Unidos,M,SENIOR,utmb,2017
80,28:03:44,09:01:50,Angel GONZALEZ IRUSTA,CERRAJERIA JUANCHU TEAM -REND&PREV,España,M,VET-A,utmb,2017
81,28:05:28,09:03:34,Gilles SPAGNOL,NCAA,Francia,M,VET-B,utmb,2017
82,28:05:58,09:04:04,Luis MARTÍNEZ FERNANDEZ JOSÉ,CORREMON TRAIL,España,M,SENIOR,utmb,2017
83,28:07:52,09:05:58,Bjørn BOLSOY,RISKA TRAIL RUNNERS,Noruega,M,VET-A,utmb,2017
84,28:12:48,09:10:54,Agustin LUJAN MALDONADO,ALPINO BENALMADENA IRONTRIATH,España,M,SENIOR,utmb,2017
85,28:13:06,09:11:12,Kellie EMMERSON,NONE,Australia,F,SENIOR,utmb,2017
86,28:13:43,09:11:49,Alissa ST LAURENT,NONE,Canadá,F,SENIOR,utmb,2017
87,28:14:30,09:12:36,Jianfeng SHEN,SJB INSTITUTE,China,M,VET-A,utmb,2017
88,28:16:50,09:14:56,Roberto ITURRALDE MANCISIDOR,ALPINO TABIRA,España,M,VET-A,utmb,2017
89,28:17:14,09:15:20,Yassine DIBOUN,NONE,Estados Unidos,M,SENIOR,utmb,2017
90,28:17:48,09:15:54,Yoann LECAUCHOIS,COTENTRAIL,Francia,M,SENIOR,utmb,2017
91,28:20:22,09:18:28,Yann NOURRY,TEAM TRACE DE TRAIL,Francia,M,SENIOR,utmb,2017
92,28:22:53,09:20:59,Phairat VARASIN,NONE,Tailandia,M,SENIOR,utmb,2017
93,28:37:16,09:35:22,Anna WATSON,WAA,Reino Unido,F,SENIOR,utmb,2017
94,28:38:38,09:36:44,Romain JAY,NONE,Francia,M,SENIOR,utmb,2017
95,28:41:32,09:39:38,Thierry OVERNEY,FREEADVENTURE,Suiza,M,VET-A,utmb,2017
96,28:44:08,09:42:14,Amy SPROSTON,NONE,Estados Unidos,F,VET-A,utmb,2017
97,28:46:39,09:44:45,Agustín GARCIA PEREZ,INTERSPORT NUTRIFORMA,España,M,SENIOR,utmb,2017
98,28:47:06,09:45:12,Wataru IINO,RAIDLIGHT,Japón,M,SENIOR,utmb,2017
99,28:48:59,09:47:05,Hildebrando MACHADO MORENO,NONE,Colombia,M,VET-B,utmb,2017
100,28:49:58,09:48:04,Shosuke TOMIZUKA,TRIPPERS,Japón,M,SENIOR,utmb,2017
101,28:50:16,09:48:22,Joel MEREDITH,NONE,Estados Unidos,M,VET-A,utmb,2017
102,28:51:25,09:49:31,Carlos RUIZ MARTINEZ,ISB NU TEAM,España,M,SENIOR,utmb,2017
103,28:55:10,09:53:16,Carlos CARVALHO DA MOTA LUIS,TEAM LA SPORTIVA,Portugal,M,VET-A,utmb,2017
104,28:55:35,09:53:41,Oscar MONJE PUIGDENGOLAS,ISB NU TEAM,España,M,SENIOR,utmb,2017
105,28:58:06,09:56:12,Eric BERRUER,NONE,Francia,M,VET-A,utmb,2017
106,28:59:04,09:57:10,Oliver LORINCZ,COACHOLI,Hungría,M,VET-A,utmb,2017
107,29:00:35,09:58:41,Florian OLIVIER,TEAM CIMALP,Francia,M,SENIOR,utmb,2017
108,29:00:39,09:58:45,Benoit DUPRAZ,RRUN LYON - TRAILEURS DES MONTS D'OR,Francia,M,SENIOR,utmb,2017
109,29:03:34,10:01:40,Laurent COUDERT,TEAM ALTIPLANO,Francia,M,SENIOR,utmb,2017
110,29:04:16,10:02:22,Maria NIKOLOVA,NONE,Bulgaria,F,SENIOR,utmb,2017
111,29:09:56,10:08:02,Rene CASTEL,STGOMRCO,Chile,M,SENIOR,utmb,2017
112,29:11:42,10:09:48,Vladimir KOT,VENTO,Rusia,M,SENIOR,utmb,2017
113,29:12:13,10:10:19,Stellan FRIES,NONE,Suecia,M,VET-A,utmb,2017
114,29:13:37,10:11:43,Gomez GOMEZ ENRIC,ISB NU TEAM,España,M,SENIOR,utmb,2017
115,29:13:49,10:11:55,Joao BORGES,NONE,Portugal,M,SENIOR,utmb,2017
116,29:23:01,10:21:07,Cyril ESPALIEU,SALOMON,Francia,M,SENIOR,utmb,2017
117,29:30:04,10:28:10,Miguel DE LA LLAVE CATARINO,CAES D´AVENIDA,Portugal,M,VET-A,utmb,2017
118,29:31:35,10:29:41,Antonio RODRIGUEZ FERNANDEZ JOSE,FALCOTRAIL CEHEGIN,España,M,SENIOR,utmb,2017
119,29:33:37,10:31:43,Alberto RODRIGUEZ CASTRO,CD ARISTA,España,M,VET-A,utmb,2017
120,29:41:11,10:39:17,Robyn BRUINS,NRG,Australia,F,SENIOR,utmb,2017
121,29:42:33,10:40:39,Luis DIAZ CORDOBES JOSE,CORREMON TRAIL,España,M,SENIOR,utmb,2017
122,29:43:46,10:41:52,Flávio VIEIRA,CLUBE DE MONTANHA DO FUNCHAL,Portugal,M,SENIOR,utmb,2017
123,29:43:47,10:41:53,Nelson VIEIRA,CLUBE DE MONTANHA DO FUNCHAL,Portugal,M,VET-A,utmb,2017
124,29:49:42,10:47:48,Gregor CHROMIK MICHAEL,NONE,Alemania,M,SENIOR,utmb,2017
125,29:52:32,10:50:38,Lucas,NONE,Reino Unido,M,VET-A,utmb,2017
126,29:53:26,10:51:32,Teresa NIMES PEREZ,COMPRESSPORT INTERNATIONAL,España,F,SENIOR,utmb,2017
127,29:55:38,10:53:44,Gaetano CARCANO,US PINDEMONTE,Italia,M,VET-A,utmb,2017
128,29:56:22,10:54:28,Brian MESKELL,NONE,Irlanda,M,SENIOR,utmb,2017
129,29:56:40,10:54:46,Yanxing MA,SJB INSTITUTE,China,F,VET-A,utmb,2017
130,30:00:46,10:58:52,Steeve DOBERT,GAM,Francia,M,SENIOR,utmb,2017
131,30:02:22,11:00:28,Artem SITNIKOV,WAA TEAM,Rusia,M,SENIOR,utmb,2017
132,30:09:03,11:07:09,Basilia FÖRSTER,NONE,Italia,F,SENIOR,utmb,2017
133,30:09:43,11:07:49,Yulia BAYKOVA,TEAM VIBRAM,Rusia,F,SENIOR,utmb,2017
134,30:12:18,11:10:24,Ruben CRUZ HUERTAS,TRAIL RUNNING GIRONA - CE BELLCAIRENC,España,M,VET-A,utmb,2017
135,30:12:18,11:10:24,Salvador ENGUIX GIMENEZ,SUTRAIL,España,M,VET-A,utmb,2017
136,30:13:01,11:11:07,Costica ANGHEL,RO CLUB MARATON,Rumania,M,VET-B,utmb,2017
137,30:14:50,11:12:56,Klemen ZUPAN,NONE,Eslovenia,M,SENIOR,utmb,2017
138,30:17:09,11:15:15,William WEIDMAN,VHTRC,Estados Unidos,M,SENIOR,utmb,2017
139,30:18:35,11:16:41,Miguel REYES GRADOS,UNIO ATLETICA TERRASSA,España,M,VET-A,utmb,2017
140,30:20:42,11:18:48,Mario RODRIGUEZ BAÑARES,NONE,España,M,SENIOR,utmb,2017
141,30:20:44,11:18:50,Manuel RODRIGUEZ GOMEZ JOSE,NONE,España,M,VET-A,utmb,2017
142,30:27:33,11:25:39,Jesus FRAILE,SEGURARTIC-CATALANA OCC,España,M,VET-A,utmb,2017
143,30:29:09,11:27:15,Danilo BRAGHINI,LIBERAVVENTURA,Italia,M,VET-B,utmb,2017
144,30:29:17,11:27:23,Sophie GRANT,NONE,Reino Unido,F,SENIOR,utmb,2017
145,30:29:18,11:27:24,Stephanie HOWE,THE NORTH FACE,Estados Unidos,F,SENIOR,utmb,2017
146,30:29:38,11:27:44,Antonio SANCHEZ DEL PINO,TRAILRUNNERS AVANZA JAEN,España,M,VET-A,utmb,2017
147,30:34:57,11:33:03,Markus JUVALA,SAMBA TRAIL RUNNING CLUB,Finlandia,M,VET-A,utmb,2017
148,30:36:43,11:34:49,Christian HOCQUAUX,AVPR,Francia,M,VET-A,utmb,2017
149,30:38:06,11:36:12,Nuno FERNANDES,CLUBE ATLETISMO FAFE,Portugal,M,SENIOR,utmb,2017
150,30:38:43,11:36:49,Ignacio GARCIA DEL CASTILLO,COYOTES TENERIFE TRAIL,España,M,VET-A,utmb,2017
151,30:41:08,11:39:14,Cedric PRIMAULT,TEAM RHUNERS,Francia,M,SENIOR,utmb,2017
152,30:41:40,11:39:46,Angel DELGADO JESUS,NONE,España,M,VET-A,utmb,2017
153,30:41:48,11:39:54,Tanguy EPALE,NONE,Francia,M,VET-A,utmb,2017
154,30:42:05,11:40:11,András ZETENYI,NONE,Hungría,M,SENIOR,utmb,2017
155,30:45:51,11:43:57,Marian KAMENDY,STEFANIKTRAIL.SK,Eslovaquia,M,VET-A,utmb,2017
156,30:45:53,11:43:59,Michal STEHLIK,BERNOSPORT.SK,Eslovaquia,M,SENIOR,utmb,2017
157,30:57:09,11:55:15,Michael ROCHA,NONE,Francia,M,SENIOR,utmb,2017
158,30:57:57,11:56:03,Xavier DARRIEUTORT,NONE,Francia,M,VET-A,utmb,2017
159,31:01:00,11:59:06,Ivan GIORDANO,HERBALIFE,Italia,M,SENIOR,utmb,2017
160,31:03:36,12:01:42,Frederic SANCHIARELLI,2AS CLUB D'ATHLETISME BELLEU,Francia,M,SENIOR,utmb,2017
161,31:08:29,12:06:35,Brian MCARTHUR,RED DEER RUNNERS,Canadá,M,VET-A,utmb,2017
162,31:10:02,12:08:08,Ivan REDONDO VIDAL,NONE,España,M,SENIOR,utmb,2017
163,31:10:02,12:08:08,Rafał MAJCHRZAK,IRON ERFEL ULTRA TRAIL,Polonia,M,SENIOR,utmb,2017
164,31:10:37,12:08:43,Jose SUAREZ FERNANDEZ ANTONIO,NONE,España,M,VET-A,utmb,2017
165,31:10:51,12:08:57,Amanda BASHAM,NONE,Estados Unidos,F,SENIOR,utmb,2017
166,31:10:51,12:08:57,Mario SRNIK,NONE,Canadá,M,SENIOR,utmb,2017
167,31:10:52,12:08:58,Kaci LICKTEIG,NONE,Estados Unidos,F,SENIOR,utmb,2017
168,31:10:53,12:08:59,Magdalena BOULET,NONE,Estados Unidos,F,VET-A,utmb,2017
169,31:11:59,12:10:05,Guillaume CALMETTES,NONE,Francia,M,SENIOR,utmb,2017
170,31:12:09,12:10:15,Fulvio BERTODO,NONE,Italia,M,VET-A,utmb,2017
171,31:13:09,12:11:15,Primož ZUPAN,NONE,Eslovenia,M,SENIOR,utmb,2017
172,31:16:44,12:14:50,David LEBRAY,NONE,Francia,M,VET-A,utmb,2017
173,31:23:16,12:21:22,David MARITEAU,EA VILLEFRANCHE,Francia,M,VET-A,utmb,2017
174,31:27:09,12:25:15,Benedikt ROESSLER,NONE,Suiza,M,SENIOR,utmb,2017
175,31:29:35,12:27:41,Jokin EGIGUREN ITURRALDE,YOKO KIROLAK TRAIL TALDEA,España,M,VET-A,utmb,2017
176,31:30:10,12:28:16,Fabio RIZZO CASCIO,NONE,Italia,M,SENIOR,utmb,2017
177,31:32:16,12:30:22,Nicolas SAGNES,NONE,Francia,M,VET-A,utmb,2017
178,31:33:50,12:31:56,Sebastien MITRANI,NONE,Francia,M,SENIOR,utmb,2017
179,31:34:09,12:32:15,Stephane HUILLET,TEAM RHUNERS SARA KORRIKA,Francia,M,VET-A,utmb,2017
180,31:35:31,12:33:37,Bernard ROBINSON,NONE,Nueva Zelandia,M,VET-A,utmb,2017
181,31:36:13,12:34:19,Guillaume ZOUARI,NONE,Francia,M,SENIOR,utmb,2017
182,31:36:48,12:34:54,David DUVERT,EA MACON,Francia,M,SENIOR,utmb,2017
183,31:38:00,12:36:06,Lander FRAILE AZPEITIA,CLUB VASCO DE CAMPING,España,M,VET-A,utmb,2017
184,31:39:08,12:37:14,Javier LARENA,NONE,España,M,VET-A,utmb,2017
185,31:39:53,12:37:59,Francisco BONILLA,ES PUIG,España,M,VET-A,utmb,2017
186,31:40:36,12:38:42,Matthieu DE MARCO,MACADAM07 CHAMPIS,Francia,M,VET-A,utmb,2017
187,31:40:44,12:38:50,Luca MARCONI,NONE,Italia,M,SENIOR,utmb,2017
188,31:41:28,12:39:34,Gonzalo NOVOA RODRÍGUEZ,NONE,España,M,SENIOR,utmb,2017
189,31:42:13,12:40:19,Caroline MCKAY,NONE,Reino Unido,F,SENIOR,utmb,2017
190,31:42:15,12:40:21,Jesus VICENTE BLANCO,ASS. EXC. CORNUDELLA DE MONTSANT,España,M,VET-A,utmb,2017
191,31:42:28,12:40:34,Michel GUILCOU,SPUC LASTERKA,Francia,M,SENIOR,utmb,2017
192,31:42:58,12:41:04,Antonio TENA JOSÉ,GRUPO GREDOS,España,M,VET-A,utmb,2017
193,31:44:42,12:42:48,Karl PSICA,CH'TRAILER TEAM 62,Francia,M,SENIOR,utmb,2017
194,31:44:52,12:42:58,Baptiste MONCANUT,NONE,Francia,M,VET-A,utmb,2017
195,31:45:50,12:43:56,Alessandro BRIVIO,SPORT E SPORTIVI,Italia,M,VET-B,utmb,2017
196,31:47:22,12:45:28,Eric BRETON,NONE,Canadá,M,VET-A,utmb,2017
197,31:48:25,12:46:31,Alex BRENNWALD,SWISS ULTRA TRAIL,Suiza,M,SENIOR,utmb,2017
198,31:48:35,12:46:41,Philipp ADAM,LANDAU RUNNING COMPANY,Alemania,M,SENIOR,utmb,2017
199,31:51:19,12:49:25,Israel ESCUDERO,NONE,Argentina,M,SENIOR,utmb,2017
200,31:52:42,12:50:48,Pierre NIERADKA,NONE,Francia,M,SENIOR,utmb,2017
201,31:53:47,12:51:53,James POOLE,AR TRAIL TEAM,Reino Unido,M,VET-A,utmb,2017
202,31:53:57,12:52:03,Sabrina VERJEE,NONE,Reino Unido,F,SENIOR,utmb,2017
203,31:54:26,12:52:32,Alexandre IDASIK,DSA,Francia,M,SENIOR,utmb,2017
204,31:56:55,12:55:01,Tara BERRY,VANCOUVER FALCONS ATHLETIC CLUB,Canadá,F,SENIOR,utmb,2017
205,31:57:30,12:55:36,Brook MARTIN,TRAILBLAZERS AUSTRALIA,Australia,F,VET-A,utmb,2017
206,31:57:46,12:55:52,Nicolas TABAREAU,TEAM ENDURANCE SHOP,Francia,M,SENIOR,utmb,2017
207,31:58:47,12:56:53,Sally MCRAE,NIKE,Estados Unidos,F,SENIOR,utmb,2017
208,31:58:54,12:57:00,Maciej RACZAK,NIGHT RUNNERS KATOWICE,Polonia,M,SENIOR,utmb,2017
209,32:00:07,12:58:13,Javier CHICO SANCHEZ LUIS,NONE,España,M,SENIOR,utmb,2017
210,32:00:38,12:58:44,Jakob BOKMAN,STUREBY,Suecia,M,VET-B,utmb,2017
211,32:02:55,13:01:01,Loic BOURGAIN,TEAM DAVID,Francia,M,SENIOR,utmb,2017
212,32:03:11,13:01:17,Hidenari TSURUMI,THUMBS UP,Japón,M,VET-A,utmb,2017
213,32:03:55,13:02:01,Christof TEUSCHER,NONE,Estados Unidos,M,VET-A,utmb,2017
214,32:04:34,13:02:40,Volker SAUERZAPF,LC RUNNING PUCHBERG,Austria,M,VET-A,utmb,2017
215,32:04:39,13:02:45,Arjan VAN BINSBERGEN,B-CAT HIGH ALTITUDE TRAIL RUNNING,Países Bajos,M,VET-A,utmb,2017
216,32:05:07,13:03:13,Takefumi YAMAMOTO,NONE,Japón,M,SENIOR,utmb,2017
217,32:05:44,13:03:50,Yann SIMARD,NONE,Francia,M,SENIOR,utmb,2017
218,32:07:53,13:05:59,Enrique BARBER DOMENECH,TRAIL SERRA VERNISSA,España,M,VET-A,utmb,2017
219,32:09:31,13:07:37,Matthew KENNEDY,NONE,Reino Unido,M,VET-A,utmb,2017
220,32:09:54,13:08:00,Tomáš ŠTVERÁK,MONTURA CZECH TEAM,República Checa,M,SENIOR,utmb,2017
221,32:10:50,13:08:56,Matteo COLOMBO,VALETUDO SKYRUNNING ITALIA RACER ,Italia,M,SENIOR,utmb,2017
222,32:10:51,13:08:57,Lelio BOAGLIO,VALETUDO SKYRUNNING ITALIA,Italia,M,VET-B,utmb,2017
223,32:10:54,13:09:00,Martina CHIALVO,NONE,Italia,F,SENIOR,utmb,2017
224,32:11:39,13:09:45,Angel GARCIA GUTIERREZ MIGUEL,AIIIIIIIADELANTE TEAM,España,M,VET-B,utmb,2017
225,32:12:01,13:10:07,Julien DUNIAGUE,NONE,Francia,M,SENIOR,utmb,2017
226,32:14:40,13:12:46,Romain THIEBAUT,POMPIER DE MEAUX,Francia,M,SENIOR,utmb,2017
227,32:17:24,13:15:30,Egon TAUBER,NONE,Italia,M,VET-B,utmb,2017
228,32:17:25,13:15:31,Jens KRAMER LORD,NONE,Italia,M,SENIOR,utmb,2017
229,32:20:27,13:18:33,Gil CATHERINE,NONE,Francia,M,VET-A,utmb,2017
230,32:20:33,13:18:39,Vincent BARRAS,FARTLECK.COM,Suiza,M,VET-A,utmb,2017
231,32:25:48,13:23:54,Gilles CAVERT DE LA TOUR,NONE,Francia,M,VET-B,utmb,2017
232,32:26:02,13:24:08,Fernando ETCHEVERRY,NONE,Chile,M,VET-B,utmb,2017
233,32:26:24,13:24:30,Mariusz WIECKOWSKI,WWW.WOJTEKNADOLSKI.PL,Polonia,M,VET-A,utmb,2017
234,32:27:53,13:25:59,Stefan MIYAGI,EXITO GIPFELSTURMER,Alemania,M,VET-A,utmb,2017
235,32:28:37,13:26:43,Emily WOODLAND,NONE,Reino Unido,F,SENIOR,utmb,2017
236,32:30:44,13:28:50,Claudiu RETEA,TRUPA LUI FANE,Rumania,M,SENIOR,utmb,2017
237,32:31:54,13:30:00,Philippe DONISCHAL,CCA ROUFFACH,Francia,M,VET-A,utmb,2017
238,32:34:39,13:32:45,Jeremy GOGUET,NONE,Francia,M,SENIOR,utmb,2017
239,32:34:43,13:32:49,Emmanuel DA SILVA SANTA MARTA,NONE,Francia,M,SENIOR,utmb,2017
240,32:36:33,13:34:39,Shota NOGUCHI,TAISANBOKU CLUB,Japón,M,SENIOR,utmb,2017
241,32:37:17,13:35:23,Laurie ATZENI,TEAM ENDURANCE SHOP13,Francia,F,SENIOR,utmb,2017
242,32:38:26,13:36:32,Johann MOREL,NONE,Francia,M,SENIOR,utmb,2017
243,32:42:34,13:40:40,Raphael COCHETEL,JAMBES DE BACCHUS,Francia,M,VET-A,utmb,2017
244,32:44:01,13:42:07,Lucinda SANTOS SOUSA,TEAM PROZIS TRAIL,Portugal,F,VET-A,utmb,2017
245,32:44:52,13:42:58,Falk HUBNER,NONE,Alemania,M,VET-A,utmb,2017
246,32:45:28,13:43:34,Satoru SUGA,THE NORTH FACE,Japón,M,SENIOR,utmb,2017
247,32:47:07,13:45:13,Nicolas CARLE,NONE,Francia,M,SENIOR,utmb,2017
248,32:47:52,13:45:58,Oscar MATELLANES,NAVARRA,España,M,VET-A,utmb,2017
249,32:52:52,13:50:58,Jakub GUMULINSKI,NONE,Polonia,M,SENIOR,utmb,2017
250,32:56:56,13:55:02,Vincent NURIS,SALTA BARTAS,Francia,M,SENIOR,utmb,2017
251,32:57:30,13:55:36,Evan NAMKUNG,NONE,Estados Unidos,M,SENIOR,utmb,2017
252,32:58:39,13:56:45,Frédéric JUNG,OCT 55,Francia,M,VET-A,utmb,2017
253,32:59:25,13:57:31,Rodolphe BIGNOT,NONE,Francia,M,SENIOR,utmb,2017
