posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
36,25:46:46,05:27:39,Francisco MENDOZA GUIL,ALHAMA COYM,España,M,VET-A,utmb,2019
37,25:53:26,05:34:19,Ekaterina MITYAEVA,ADIDAS TERREX,Kazajstán,F,SENIOR,utmb,2019
38,25:58:37,05:39:30,Jose LARROTCHA JUAN,PROZIS ATHLETE,España,M,VET-B,utmb,2019
39,26:00:05,05:40:58,Cedric GOLEA,TEAM ENDURANCE SHOP 13,Francia,M,SENIOR,utmb,2019
40,26:03:51,05:44:44,Matthieu GIRARD,TRAILERS VERBIER ST BERNARD,Suiza,M,VET-A,utmb,2019
41,26:05:54,05:46:47,Paddy O'LEARY,THE NORTH FACE,Irlanda,M,SENIOR,utmb,2019
42,26:08:43,05:49:36,Pawel DYBEK,SALOMON SUUNTO TEAM POLAND,Polonia,M,VET-A,utmb,2019
43,26:12:30,05:53:23,Kyle CURTIN,NONE,Estados Unidos,M,SENIOR,utmb,2019
44,26:13:32,05:54:25,András ZETENYI,NONE,Hungría,M,SENIOR,utmb,2019
45,26:26:48,06:07:41,Beth PASCALL,SALOMON UK,Reino Unido,F,SENIOR,utmb,2019
46,26:26:48,06:07:41,Simon EDOUARD,TAILLEFER TRAIL TEAM,Francia,M,SENIOR,utmb,2019
47,26:35:30,06:16:23,Jantaraboon KIANGCHAIPAIPHANA,THE NORTH FACE ADVENTURE RACE,Tailandia,M,SENIOR,utmb,2019
48,26:46:08,06:27:01,Maximiliano LÓPEZ,COLUMBIA,Argentina,M,SENIOR,utmb,2019
49,26:46:55,06:27:48,Wataru IINO,SAKAIYA,Japón,M,VET-A,utmb,2019
50,26:50:34,06:31:27,Benoît GAILLARD,UA SOCIETE GENERALE,Francia,M,SENIOR,utmb,2019
51,27:16:20,06:57:13,Shunsuke OKUNOMIYA,FUNTRAILS,Japón,M,VET-A,utmb,2019
52,27:17:13,06:58:06,Eoin KEITH,COLUMBIA,Irlanda,M,VET-B,utmb,2019
53,27:17:38,06:58:31,Cesar FERNANDES DIAS PAULO,FOOTING VALLEE DE JOUX,Portugal,M,SENIOR,utmb,2019
54,27:19:34,07:00:27,Samir TAZI,AIX ATHLE PROVENCE*,Francia,M,SENIOR,utmb,2019
55,27:22:00,07:02:53,Paul TERRANOVA,HOKA ONE ONE,Estados Unidos,M,VET-A,utmb,2019
56,27:22:56,07:03:49,Katie SCHIDE,NONE,Estados Unidos,F,SENIOR,utmb,2019
57,27:26:34,07:07:27,Vincent VIET,TEAM NEW BALANCE,Francia,M,SENIOR,utmb,2019
58,27:27:50,07:08:43,Guillaume PIERREL,CERAMIQ,Francia,M,SENIOR,utmb,2019
59,27:28:23,07:09:16,Thomas NICKEL,NONE,Alemania,M,VET-A,utmb,2019
60,27:28:40,07:09:33,Xavier SEMEN,NONE,Francia,M,SENIOR,utmb,2019
61,27:28:46,07:09:39,Gerome FERNANDEZ,NONE,Francia,M,SENIOR,utmb,2019
62,27:30:36,07:11:29,Pablo URETA,COLUMBIA MONTRAIL,Argentina,M,VET-A,utmb,2019
63,27:33:08,07:14:01,Serhii SAPIHA,TURE,Ucrania,M,VET-A,utmb,2019
64,27:35:28,07:16:21,Ryan GHELFI,HOKA ONE ONE,Estados Unidos,M,SENIOR,utmb,2019
65,27:39:39,07:20:32,Paulo ROSADO BATISTA,NONE,Portugal,M,VET-A,utmb,2019
66,27:43:56,07:24:49,Mark HAMMOND,ALTRA,Estados Unidos,M,SENIOR,utmb,2019
67,27:48:32,07:29:25,Elise DELANNOY,TOUQUET TRAIL NATURE,Francia,F,SENIOR,utmb,2019
68,27:59:45,07:40:38,Rory BOSIO,THE NORTH FACE,Estados Unidos,F,SENIOR,utmb,2019
69,28:02:57,07:43:50,Blake PIERSON,NONE,Estados Unidos,M,SENIOR,utmb,2019
70,28:06:00,07:46:53,Sebastian BACHELLA,ROSARIO CENTRAL,Argentina,M,VET-A,utmb,2019
71,28:13:32,07:54:25,Ildiko WERMESCHER,HOKA ONE ONE,Hungría,F,VET-B,utmb,2019
72,28:23:35,08:04:28,William WEIDMAN,VHTRC,Estados Unidos,M,SENIOR,utmb,2019
73,28:25:57,08:06:50,Thierry GUIRAUD,NONE,Francia,M,SENIOR,utmb,2019
74,28:31:45,08:12:38,Nelson AMARAL,AMCF-ARRABIDA TRAIL TEAM,Portugal,M,VET-A,utmb,2019
75,28:32:23,08:13:16,Maria REY CARRERAS JOSEP,NONE,España,M,SENIOR,utmb,2019
76,28:33:46,08:14:39,Johan HELVIG,DENIVELE PLUS SAVERNE,Francia,M,SENIOR,utmb,2019
77,28:35:23,08:16:16,Delphine AVENIER,CMBM,Francia,F,VET-A,utmb,2019
78,28:43:17,08:24:10,Wim BASTIAENS,YELLOW CITY BASTARDS,Bélgica,M,VET-A,utmb,2019
79,28:44:41,08:25:34,Mario ORTIZ FABREGAS,TEAM FLOWERS,España,M,SENIOR,utmb,2019
80,28:47:08,08:28:01,Balint BARTHA,CSM ODORHEIU SECUIESC - FEEL GOOD TEAM,Rumania,M,SENIOR,utmb,2019
81,28:53:27,08:34:20,Alexander SASS,CMBM,Alemania,M,VET-A,utmb,2019
82,28:55:55,08:36:48,Brian MCARTHUR,NONE,Canadá,M,VET-A,utmb,2019
83,28:57:26,08:38:19,Fuzhao XIANG,探路者TOREAD,China,F,SENIOR,utmb,2019
84,29:03:47,08:44:40,Jean LUISIER,NONE,Suiza,M,SENIOR,utmb,2019
85,29:10:21,08:51:14,Michael OHLER,TSV 1886 KANDEL,Alemania,M,VET-B,utmb,2019
86,29:11:21,08:52:14,Till WINKLER,3MOUNTAIN NETWORK,Alemania,M,VET-A,utmb,2019
87,29:11:37,08:52:30,Marko PROT,PLEZALNI KLUB MARTINČEK,Eslovenia,M,VET-A,utmb,2019
88,29:12:16,08:53:09,Nick MARRIAGE,NONE,Reino Unido,M,SENIOR,utmb,2019
89,29:15:40,08:56:33,Jing LIANG,探路者TOREAD,China,M,SENIOR,utmb,2019
90,29:16:47,08:57:40,Franco ORO,ANSILTA,Argentina,M,SENIOR,utmb,2019
91,29:16:54,08:57:47,Jorge CRUZ BRAVO,SPORT CITY,Méjico,M,VET-A,utmb,2019
92,29:18:06,08:58:59,Franck CARDIN,ACPA,Francia,M,VET-A,utmb,2019
93,29:19:04,08:59:57,Junfeng LI,TEAM VIBRAM,China,M,SENIOR,utmb,2019
94,29:19:12,09:00:05,Johannes STIMPFLE,INOV-8 | BRIXENTAL CONNECTION,Alemania,M,SENIOR,utmb,2019
95,29:22:26,09:03:19,Pierre GAPIHAN,NONE,Francia,M,SENIOR,utmb,2019
96,29:23:16,09:04:09,Takashi DOI,NONE,Japón,M,SENIOR,utmb,2019
97,29:25:46,09:06:39,Charlie BUTCHER,NONE,Reino Unido,M,SENIOR,utmb,2019
98,29:31:11,09:12:04,Yunhui YU,坚驰,China,M,VET-A,utmb,2019
99,29:31:16,09:12:09,Antoine MIEL,NONE,Francia,M,SENIOR,utmb,2019
100,29:32:14,09:13:07,Naoyoshi HANAOKA,NONE,Japón,M,VET-A,utmb,2019
101,29:35:04,09:15:57,Jacek SWIDEREK,NONE,Polonia,M,VET-A,utmb,2019
102,29:35:14,09:16:07,Guillaume BOURGETEAU,NONE,Francia,M,VET-A,utmb,2019
103,29:37:23,09:18:16,Elisabet MARGEIRSDOTTIR,66°NORTH,Islandia,F,SENIOR,utmb,2019
104,29:39:54,09:20:47,Sam HEWARD,ULTRA X RC,Reino Unido,M,SENIOR,utmb,2019
105,29:44:35,09:25:28,Nicolas PENNEQUIN,RRUN LYON - TOR,Francia,M,SENIOR,utmb,2019
106,29:47:59,09:28:52,David WAMSTER,UA SOCIETE GENERALE,Francia,M,VET-A,utmb,2019
107,29:49:45,09:30:38,Iván MONTES LOMBAO,NONE,España,M,SENIOR,utmb,2019
108,29:51:13,09:32:06,Cordis HALL,ADIDAS INFINITE TRAILS,Estados Unidos,M,SENIOR,utmb,2019
109,29:51:55,09:32:48,Julien BONNARD,OVERSTIM.S ASIA!,Francia,M,VET-A,utmb,2019
110,29:57:21,09:38:14,Erik ELEZOVIC,NONE,Eslovenia,M,VET-A,utmb,2019
111,30:03:37,09:44:30,Maija ORAVAMÄKI,SALOMON-SUUNTO TRAIL TEAM FINLAND,Finlandia,F,VET-A,utmb,2019
112,30:03:37,09:44:30,Giulia VINCO,NONE,Italia,F,SENIOR,utmb,2019
113,30:08:57,09:49:50,Nuno SANTOS,FULHAM RUNNING CLUB,Reino Unido,M,VET-A,utmb,2019
114,30:10:21,09:51:14,Jorge ÁLVAREZ,TODOVERTICAL+,España,M,VET-A,utmb,2019
115,30:10:22,09:51:15,Xavier BERRUEL,NONE,Canadá,M,VET-A,utmb,2019
116,30:14:55,09:55:48,Kyle GREIG,METRO ABERDEEN,Reino Unido,M,SENIOR,utmb,2019
117,30:17:21,09:58:14,Daniele FORNONI,TRAILMARKET RACING TEAM,Italia,M,VET-B,utmb,2019
118,30:18:10,09:59:03,Olivier CACHARD,CLERMONT SPORT ENDURANCE,Francia,M,VET-B,utmb,2019
119,30:18:32,09:59:25,Howard NORTON,ADELAIDE HARRIES,Australia,M,VET-B,utmb,2019
120,30:19:48,10:00:41,Naomi BRAND,NONE,Sudáfrica,F,SENIOR,utmb,2019
121,30:20:20,10:01:13,Anthony LEVESQUE,NONE,Francia,M,VET-A,utmb,2019
122,30:20:33,10:01:26,Pascal REBEYROTTE,NONE,Francia,M,SENIOR,utmb,2019
123,30:22:40,10:03:33,Javi APARICIO,NONE,España,M,SENIOR,utmb,2019
124,30:26:59,10:07:52,Olivier MORIN,TEAM TRACE DE TRAIL,Francia,M,VET-A,utmb,2019
125,30:30:21,10:11:14,Tsuyoshi KABURAKI,THE NORTH FACE,Japón,M,VET-B,utmb,2019
126,30:31:19,10:12:12,Domingo RUIZ VELEZ,CAFE MAMA SAME,España,M,VET-A,utmb,2019
127,30:33:58,10:14:51,Yulia BAYKOVA,TEAM VIBRAM,Rusia,F,SENIOR,utmb,2019
128,30:35:07,10:16:00,Tuomas KOPONEN,NONE,Finlandia,M,SENIOR,utmb,2019
129,30:36:45,10:17:38,Loren BAKER,NONE,Estados Unidos,M,SENIOR,utmb,2019
130,30:42:35,10:23:28,Jean LAVING,NONE,Francia,M,VET-A,utmb,2019
131,30:43:07,10:24:00,Carlos VICENTE GONZALEZ,LOS MACHACA PIEDRAS,España,M,VET-A,utmb,2019
132,30:43:23,10:24:16,Thomas ROZE,ASPTT,Francia,M,SENIOR,utmb,2019
133,30:44:07,10:25:00,Michal FRANKOWSKI,NONE,Polonia,M,SENIOR,utmb,2019
134,30:45:14,10:26:07,Pavel KIRILLOV,SALOMON RUSSIA,Rusia,M,SENIOR,utmb,2019
135,30:46:42,10:27:35,Leonardo DIOGO,CLUBE AVENTURA DA MADEIRA,Portugal,M,VET-B,utmb,2019
136,30:47:00,10:27:53,Dan BARGER,AUBURN CALIFORNIA ULTRA RUNNERS,Estados Unidos,M,VET-B,utmb,2019
137,30:47:07,10:28:00,Łukasz ŻARECKI,NONE,Polonia,M,SENIOR,utmb,2019
138,30:47:12,10:28:05,Christophe CLERC,NONE,Francia,M,VET-A,utmb,2019
139,30:48:55,10:29:48,Aitor PÉREZ BERGADO,NONE,España,M,SENIOR,utmb,2019
140,30:50:05,10:30:58,Patrice PAJEAN,INTERSPORT-SALOMON,Francia,M,VET-A,utmb,2019
141,30:51:28,10:32:21,Antoine BIARD,A PY TRAINING ,Francia,M,SENIOR,utmb,2019
142,30:57:00,10:37:53,Matthew CHATAWAY,MORNINGTON CHASERS,Reino Unido,M,SENIOR,utmb,2019
143,31:05:48,10:46:41,Pascal BESSIN,CO SUD ESSONNE,Francia,M,VET-B,utmb,2019
144,31:06:26,10:47:19,Juliette BLANCHET,TEAM VIBRAM,Francia,F,VET-A,utmb,2019
145,31:08:06,10:48:59,Dominic JONES,NONE,Reino Unido,M,SENIOR,utmb,2019
146,31:13:52,10:54:45,Lok LIU FO,APEXSPORTS,Hong Kong,M,SENIOR,utmb,2019
147,31:23:30,11:04:23,Sabrina CACHARD,CLERMONT SPORT ENDURANCE,Francia,F,VET-A,utmb,2019
148,31:24:50,11:05:43,Mário FONSECA,NAST - NUCLEO ASSOCIATIVO SANTO TIRSO,Portugal,M,SENIOR,utmb,2019
149,31:27:11,11:08:04,Nicolae ALEXANDRU,NONE,Rumania,M,VET-A,utmb,2019
150,31:28:37,11:09:30,Vahtettin AYDIN UĞUR,OYAK MADEN METALURJİ,Turquía,M,VET-A,utmb,2019
151,31:28:54,11:09:47,Andreas PETTERSSON,LONESONE RUNNERS,Suecia,M,VET-A,utmb,2019
152,31:29:24,11:10:17,Sandro JERMANN,NONE,Suiza,M,SENIOR,utmb,2019
153,31:30:53,11:11:46,Nicholas MARMET,NONE,Estados Unidos,M,SENIOR,utmb,2019
154,31:30:57,11:11:50,Fernando CANCELO BARBEITO,ARTABROS,España,M,VET-A,utmb,2019
155,31:31:01,11:11:54,Kellie EMMERSON,NONE,Australia,F,SENIOR,utmb,2019
156,31:32:13,11:13:06,Kohata TEISHU,RUNBOYS!RUNGIRLS!,Japón,M,VET-A,utmb,2019
157,31:32:21,11:13:14,Stephen REDFERN,NONE,Australia,M,VET-A,utmb,2019
158,31:35:49,11:16:42,Robin DAVIES,NONE,Reino Unido,M,SENIOR,utmb,2019
159,31:37:23,11:18:16,Nicolas DESBOS,EA TAIN TOURNON,Francia,M,VET-A,utmb,2019
160,31:37:24,11:18:17,Sebastien GOUDARD,S,Francia,M,SENIOR,utmb,2019
161,31:38:09,11:19:02,Julien DAMESIN,GRANDE MOTTE TRIATHLON,Francia,M,VET-A,utmb,2019
162,31:38:48,11:19:41,Merile ROBERT,USSA SETE,Francia,M,VET-A,utmb,2019
163,31:40:31,11:21:24,Marco BONFANTE,G.P. AVIS MALAVICINA,Italia,M,SENIOR,utmb,2019
164,31:41:59,11:22:52,Julien DELEZE,HOKA TEAM SUISSE,Suiza,M,SENIOR,utmb,2019
165,31:44:28,11:25:21,Cédric MERMET,HAUT-JURA SKI,Francia,M,VET-A,utmb,2019
166,31:46:21,11:27:14,Mimmi KOTKA,SALOMON,Suecia,F,SENIOR,utmb,2019
167,31:46:53,11:27:46,Martin MALHERBE,NONE,Sudáfrica,M,VET-A,utmb,2019
168,31:48:10,11:29:03,Sylvaine CUSSOT,CA BALMA,Francia,F,SENIOR,utmb,2019
169,31:48:13,11:29:06,Janko SCHLOFFEL,HARZER ULTRA RUNNING TEAM,Alemania,M,VET-B,utmb,2019
170,31:50:46,11:31:39,Paolo CAPRARO,ASD ATINA TRAIL RUNNING,Italia,M,VET-A,utmb,2019
171,31:51:52,11:32:45,Olivier SALOM,RTN30,Francia,M,VET-B,utmb,2019
172,31:52:10,11:33:03,Cesar DUARTE,ADAMARANTE TRAIL RUNNING,Portugal,M,SENIOR,utmb,2019
173,31:52:30,11:33:23,Tomasz PAWŁOWSKI,TEAM PLESZEW,Polonia,M,VET-A,utmb,2019
174,31:58:09,11:39:02,Angel GARCIA GUTIERREZ MIGUEL,AIIIIIIIADELANTE TEAM,España,M,VET-C,utmb,2019
175,32:02:28,11:43:21,Alberto FARIOLI,NONE,Italia,M,VET-A,utmb,2019
176,32:04:08,11:45:01,Tim WOODIER,MYNYDD DU,Reino Unido,M,SENIOR,utmb,2019
177,32:04:09,11:45:02,Helder SILVA,PAREDES AVENTURA,Portugal,M,VET-A,utmb,2019
178,32:05:18,11:46:11,David HARVEY,NONE,Reino Unido,M,SENIOR,utmb,2019
179,32:13:59,11:54:52,Steven SAUNDERS,NONE,Reino Unido,M,SENIOR,utmb,2019
180,32:15:17,11:56:10,Olivier DEMANGE,NONE,Francia,M,SENIOR,utmb,2019
181,32:17:30,11:58:23,Sebastien MIEVRE,NONE,Francia,M,VET-A,utmb,2019
182,32:21:59,12:02:52,Susana SIMOES,EDV - VIANA TRAIL,Portugal,F,VET-A,utmb,2019
183,32:22:59,12:03:52,Haifeng LI,JIANCHI,China,M,VET-A,utmb,2019
184,32:25:18,12:06:11,Xavier BOAS,TEAM TRAIL RUNNING STORE ANNECY,Francia,M,SENIOR,utmb,2019
185,32:27:06,12:07:59,Sally MCRAE,NIKE,Estados Unidos,F,VET-A,utmb,2019
186,32:28:11,12:09:04,Mika LEPPÄLÄ,NONE,Finlandia,M,SENIOR,utmb,2019
187,32:28:26,12:09:19,Cyril DA MOUTA,NONE,Francia,M,SENIOR,utmb,2019
188,32:31:06,12:11:59,Nicolas GRY,ASSA UNNORMALTRAIL,Francia,M,VET-A,utmb,2019
189,32:33:39,12:14:32,Jordi VILA ARIZA,COS 360º OFFICIAL TEAM,España,M,SENIOR,utmb,2019
190,32:33:42,12:14:35,Marti LAZARO LLORENS,MONTPALAU TEAM,España,M,SENIOR,utmb,2019
191,32:36:43,12:17:36,Victor IGLESIAS LOBATO,A.D. SINFRONTERAS,España,M,VET-B,utmb,2019
192,32:38:00,12:18:53,Liping ZHENG,NONE,China,F,VET-A,utmb,2019
193,32:39:36,12:20:29,Bardot,NONE,Francia,M,SENIOR,utmb,2019
194,32:40:56,12:21:49,Teemu SARANPÄÄ,WEST COAST ULTRA RUNNERS,Finlandia,M,VET-A,utmb,2019
195,32:43:13,12:24:06,Benjamin KARLI,NONE,Suiza,M,SENIOR,utmb,2019
196,32:47:01,12:27:54,Xavier DARRIEUTORT,UA SOCIETE GENERALE,Francia,M,VET-A,utmb,2019
197,32:49:38,12:30:31,Alexandre LY,NONE,Francia,M,SENIOR,utmb,2019
198,32:49:50,12:30:43,Zoran KURDIJA,MOGU DUGO,Croacia,M,VET-B,utmb,2019
199,32:49:55,12:30:48,Emmanuel GODEFROID,ARCH,Bélgica,M,VET-A,utmb,2019
200,32:50:06,12:30:59,Philipp WITIBSCHLAGER,NONE,Austria,M,SENIOR,utmb,2019
201,32:51:00,12:31:53,Titus ABLORH,COLUMBIA MONTRAIL,República Checa,M,SENIOR,utmb,2019
202,32:51:59,12:32:52,Alessandra BOIFAVA,NONE,Italia,F,VET-A,utmb,2019
203,32:52:04,12:32:57,Brian MULLINS,ST FINBARRS,Irlanda,M,SENIOR,utmb,2019
204,32:52:57,12:33:50,Antonio AZORIN MOLINA JOSE,C.D.M.E. TRAIL VILLENA,España,M,VET-A,utmb,2019
205,32:53:00,12:33:53,Jason ROBINSON,MKRC,Reino Unido,M,VET-B,utmb,2019
206,32:53:00,12:33:53,Jason NICOLAI,NONE,Canadá,M,SENIOR,utmb,2019
207,32:53:01,12:33:54,Justin KENT,NONE,Estados Unidos,M,VET-B,utmb,2019
208,32:53:03,12:33:56,Castro,NONE,Reino Unido,M,VET-A,utmb,2019
209,32:54:55,12:35:48,Florian MICHENET,OLORON Ô BÉARN SPORT NATURE,Francia,M,SENIOR,utmb,2019
210,32:54:58,12:35:51,Sacha CROSET,PELLISSIER SPORT,Suiza,M,SENIOR,utmb,2019
211,32:56:34,12:37:27,Benoit POUPINET,SPUC LASTERKA,Francia,M,VET-B,utmb,2019
212,32:56:45,12:37:38,Damien LONGET,SALEVE TRAIL,Francia,M,SENIOR,utmb,2019
213,33:00:41,12:41:34,Yukako TAKASHIMA,RAIDLIGHT ENKAITAI,Japón,F,VET-A,utmb,2019
214,33:11:15,12:52:08,Emmanuel VILTROUVE,NONE,Francia,M,SENIOR,utmb,2019
215,33:12:26,12:53:19,Aleix MALLOFRÉ ABANTE,NENS DEL VENDRELL,España,M,SENIOR,utmb,2019
216,33:14:57,12:55:50,Jordi URÓ MOMPEL,CLUB ATLETIC TORELLO,España,M,SENIOR,utmb,2019
217,33:15:05,12:55:58,Yusuke INANAGA,NONE,Japón,M,VET-B,utmb,2019
218,33:18:26,12:59:19,Fabien COUSIN,SAFRAN,Francia,M,VET-A,utmb,2019
219,33:21:09,13:02:02,Eva BELLES BELLES,CLUB MUNTANYA AT-ZENET,España,F,VET-A,utmb,2019
220,33:23:27,13:04:20,Darryn PATTERSON,NONE,Sudáfrica,M,SENIOR,utmb,2019
221,33:25:40,13:06:33,Arjan VAN BINSBERGEN,B-CAT HIGH ALTITUDE TRAILRUNNING,Países Bajos,M,VET-A,utmb,2019
222,33:25:41,13:06:34,Etienne BOURDON,NONE,Francia,M,VET-A,utmb,2019
223,33:27:02,13:07:55,Lubomir STUDENY,ODDIL2015,República Checa,M,VET-B,utmb,2019
224,33:27:44,13:08:37,Naoya SHINOHARA,HONOMARA,Japón,M,SENIOR,utmb,2019
225,33:28:56,13:09:49,Yoshihiro MORI,NONE,Japón,M,SENIOR,utmb,2019
226,33:29:17,13:10:10,Guillaume CHAUVET,NONE,Francia,M,SENIOR,utmb,2019
227,33:30:37,13:11:30,Jordane JUSCHKA,NONE,Francia,M,SENIOR,utmb,2019
228,33:31:03,13:11:56,Carlos DE LA CRUZ FIGUEROA,MUR I CASTELL-TUGA,España,M,VET-A,utmb,2019
229,33:34:22,13:15:15,Flavien GATHIER,CAF SAINT ETIENNE,Francia,M,SENIOR,utmb,2019
230,33:34:56,13:15:49,Javier IGLESIAS PEREIRA JOSE,LOS HURONES,España,M,VET-A,utmb,2019
231,33:35:02,13:15:55,Gustavo ESPELLETA,CLUB ATLETISMO ONDA,España,M,VET-A,utmb,2019
232,33:36:32,13:17:25,Chung CHEN PENG,頭份夜跑團,Taiwan,M,VET-A,utmb,2019
233,33:37:00,13:17:53,Poomiphat CHAMWEHA,HOKAONEONE THAILAND,Tailandia,M,SENIOR,utmb,2019
234,33:37:23,13:18:16,Fabien LE PEIH,UA SOCIETE GENERALE,Francia,M,SENIOR,utmb,2019
235,33:37:37,13:18:30,Julien GNEMMI,NONE,Francia,M,SENIOR,utmb,2019
236,33:39:32,13:20:25,Jean BOURGEOIS,NONE,Francia,M,SENIOR,utmb,2019
237,33:42:31,13:23:24,Thomas GERAIN,NONE,Francia,M,VET-A,utmb,2019
238,33:43:18,13:24:11,Rudy PERRUQUET,POLIZIA LOCALE VDA,Italia,M,VET-A,utmb,2019
239,33:43:37,13:24:30,Andre MEDEIROS,CAMELBAK OUTDOOR SPORTS,Brasil,M,VET-A,utmb,2019
240,33:44:40,13:25:33,Takahiro WATANABE,STS,Japón,M,VET-A,utmb,2019
241,33:47:47,13:28:40,Bo LARSSON,NONE,Dinamarca,M,SENIOR,utmb,2019
242,33:48:08,13:29:01,Erik ENG,AKERSBERGA SPRING,Suecia,M,VET-A,utmb,2019
243,33:48:15,13:29:08,Nery BARRIONUEVO,AFT COMODORO,Argentina,M,SENIOR,utmb,2019
244,33:48:41,13:29:34,Thibault AUBERTIN,VHSO,Francia,M,SENIOR,utmb,2019
245,33:49:35,13:30:28,Jakob BOKMAN,NONE,Suecia,M,VET-B,utmb,2019
246,33:52:26,13:33:19,Edouard GODINEAU,LES VOISINS TRAILEURS - SUNDGOFAST,Francia,M,SENIOR,utmb,2019
247,33:54:51,13:35:44,Pierre EISENHUTH,GANG,Bélgica,M,SENIOR,utmb,2019
248,33:55:34,13:36:27,Cyrille ROMAND,ACCRORUN VILLEPREUX,Francia,M,VET-A,utmb,2019
249,33:56:12,13:37:05,Fabien KOSTRZEVA,VIGATANES DE TRAIL,Francia,M,SENIOR,utmb,2019
250,33:56:28,13:37:21,Arnaud JANVIER,AVOC,Francia,M,SENIOR,utmb,2019
251,33:57:39,13:38:32,Julien TAPIERO,NONE,Francia,M,SENIOR,utmb,2019
252,33:59:59,13:40:52,Chiara BERTINO,PODISTICA TORINO,Italia,F,VET-A,utmb,2019
253,34:00:04,13:40:57,Andoni GARCIA,MANUEL IRADIER M. T.,España,M,SENIOR,utmb,2019
254,34:01:44,13:42:37,Mikel URQUIOLA GARCIA,CM GASTEIZ,España,M,VET-A,utmb,2019
255,34:01:56,13:42:49,Chris KWAN YEE TING,COLUMBIA HONG KONG,Hong Kong,F,VET-A,utmb,2019
