posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
102,29:16:34,08:32:18,Irene KINNEGIM,TEAM RAIDLIGHT NL-B,Países Bajos,F,VET-A,utmb,2018
103,29:20:05,08:35:49,Nicolas ZALEJSKI,MACADAM07,Francia,M,SENIOR,utmb,2018
104,29:22:39,08:38:23,Yanick NORMANDEAU,LA CLINIQUE DU COUREUR,Canadá,M,VET-A,utmb,2018
105,29:23:10,08:38:54,Luis IGLESIAS MARTELL JOSÉ,C4 CACERES,España,M,VET-A,utmb,2018
106,29:24:50,08:40:34,Nicolas ALFAGEME,NONE,Argentina,M,VET-A,utmb,2018
107,29:24:53,08:40:37,Carlos GALOSI,CLUB ANDINO BARILOCHE,Argentina,M,VET-A,utmb,2018
108,29:27:52,08:43:36,Pau FERNANDEZ REIG,A.E.MOUNTAIN RUNNERS DEL BERGUEDA,España,M,SENIOR,utmb,2018
109,29:28:05,08:43:49,Manuela VILASECA,BUFF PRO TEAM,Brasil,F,SENIOR,utmb,2018
110,29:28:06,08:43:50,Lluis RUIZ OLLER,NONSTOP MINIMALIST RUNNERS,España,M,SENIOR,utmb,2018
111,29:30:52,08:46:36,Alexandre CHIANESE,NONE,Francia,M,SENIOR,utmb,2018
112,29:31:05,08:46:49,Erne ERNE DOMINIK,TRIATHLON CLUB DE GENEVE,Suiza,M,SENIOR,utmb,2018
113,29:33:42,08:49:26,Julien DUNIAGUE,NONE,Francia,M,SENIOR,utmb,2018
114,29:41:47,08:57:31,Thomas ØDERUD,KRISTIANSAND LOPEKLUBB,Noruega,M,SENIOR,utmb,2018
115,29:43:19,08:59:03,Enric CARRERAS,U.E.SANT JOAN DE LES ABADESSES,España,M,VET-A,utmb,2018
116,29:44:52,09:00:36,John WHITEFORD,NONE,Nueva Zelandia,M,SENIOR,utmb,2018
117,29:48:54,09:04:38,Kévin ROBERT,ACF ALSTOM,Francia,M,SENIOR,utmb,2018
118,29:49:21,09:05:05,Joseph DORPH,NONE,Australia,M,SENIOR,utmb,2018
119,29:50:42,09:06:26,Carvalho,DESNIVEL POSITIVO,Portugal,M,VET-A,utmb,2018
120,29:51:58,09:07:42,Edward STACE,OXFORD UNIVERSITY CROSS COUNTRY CLUB,Nueva Zelandia,M,SENIOR,utmb,2018
121,29:53:10,09:08:54,Stephane CHALMEAU,CAP ENDURANCE,Francia,M,VET-A,utmb,2018
122,29:54:34,09:10:18,Bernat LLOP XIRAU,MONTSENY MAASAIS,España,M,SENIOR,utmb,2018
123,29:58:17,09:14:01,Nicolas LASPARETS,NONE,Francia,M,SENIOR,utmb,2018
124,30:06:39,09:22:23,Loïc GERBER,NONE,Suiza,M,SENIOR,utmb,2018
125,30:08:44,09:24:28,Piero TOFFOLI,,Italia,M,VET-B,utmb,2018
126,30:10:08,09:25:52,Patrick STREIT,NONE,Suiza,M,VET-A,utmb,2018
127,30:11:27,09:27:11,Thomas BARACH,VAL THORENS,Francia,M,SENIOR,utmb,2018
128,30:16:38,09:32:22,Jo MEEK,SCOTT RUNNING,Reino Unido,F,VET-A,utmb,2018
129,30:17:39,09:33:23,Jerome PRUVOT,NONE,Francia,M,VET-A,utmb,2018
130,30:20:17,09:36:01,Łukasz DZIUBAN,ZAPOROWY MARATON ,Polonia,M,SENIOR,utmb,2018
131,30:21:57,09:37:41,Branislav PAVIC,SRK ALBA ,Suecia,M,SENIOR,utmb,2018
132,30:22:32,09:38:16,Daniel GAJOS,NONE,Polonia,M,VET-A,utmb,2018
133,30:22:41,09:38:25,Carsten DRILLING,NON-STOP-ULTRA BRAKEL,Alemania,M,VET-A,utmb,2018
134,30:28:22,09:44:06,Kristian MORGAN,NONE,Reino Unido,M,VET-A,utmb,2018
135,30:29:02,09:44:46,Patrick HEINE,NONE,Estados Unidos,M,SENIOR,utmb,2018
136,30:30:57,09:46:41,Alberto FERRETTO,ASD SKYLAKES,Italia,M,SENIOR,utmb,2018
137,30:37:16,09:53:00,Victor KRASNOUSOV,RUNNERS SIBERIA,Rusia,M,SENIOR,utmb,2018
138,30:37:28,09:53:12,Jurgen HENDRICKX,NONE,Bélgica,M,SENIOR,utmb,2018
139,30:38:01,09:53:45,Sergey YAKOVLEV,NONE,Kazajstán,M,VET-A,utmb,2018
140,30:39:59,09:55:43,Daniel MOLDOVEANU,GENEVA RUNNERS,Suiza,M,SENIOR,utmb,2018
141,30:49:36,10:05:20,Yanis POVEA,TECHNIQUE EXTRÊME,Venezuela,M,SENIOR,utmb,2018
142,30:51:23,10:07:07,Antonio PIQUERES PETITE FRANCISCO,FUENTES&CALVENTE,España,M,VET-A,utmb,2018
143,30:52:14,10:07:58,Luis VALLE RODRIGUEZ JOSE,C.A.TAYMORY-SPIRIDON,España,M,VET-A,utmb,2018
144,30:53:10,10:08:54,Keith MACINTOSH,WIMBLEDON WINDMILERS,Reino Unido,M,VET-A,utmb,2018
145,30:56:15,10:11:59,Benek MORAIS,AMCF-ARRABIDA TRAIL TEAM,Portugal,M,VET-A,utmb,2018
146,30:57:25,10:13:09,Richard HURDLE,CIRENCESTER AC,Reino Unido,M,VET-A,utmb,2018
147,31:02:34,10:18:18,Carlos FERREIRA,DR. MERINO,Portugal,M,SENIOR,utmb,2018
148,31:09:49,10:25:33,Iñigo ITURRALDE,NONE,España,M,SENIOR,utmb,2018
149,31:14:05,10:29:49,Rob ALLEN,KESWICK AC,Reino Unido,M,VET-A,utmb,2018
150,31:15:30,10:31:14,Xavier HAUSER,NONE,Francia,N/D,N/D,utmb,2018
151,31:22:30,10:38:14,Jérémy PHEZ,UNI POUR L'AUTONOMIE,Francia,M,SENIOR,utmb,2018
152,31:23:00,10:38:44,Pascal HOLZER,STV BALTSCHIEDER,Suiza,M,VET-A,utmb,2018
153,31:23:35,10:39:19,Daniel BATATA,ATLETISMO CLUBE DA TOCHA,Portugal,M,SENIOR,utmb,2018
154,31:25:49,10:41:33,Shuai QU,NONE,China,M,SENIOR,utmb,2018
155,31:25:51,10:41:35,Xoan RODRÍGUEZ BERMÚDEZ,TOXIZA,España,M,VET-B,utmb,2018
156,31:27:12,10:42:56,Sébastien BONNE,NONE,Francia,M,SENIOR,utmb,2018
157,31:27:45,10:43:29,Masahiko FUJII,ASAO SPORTS PHYSIO CENTER,Japón,M,SENIOR,utmb,2018
158,31:29:47,10:45:31,Fuzhao XIANG,TOREAD,China,F,SENIOR,utmb,2018
159,31:31:20,10:47:04,Martin PERRIER,NONE,Francia,M,SENIOR,utmb,2018
160,31:34:19,10:50:03,François EMBIT,GRAOULLY AVENTURE,Francia,M,VET-A,utmb,2018
161,31:34:21,10:50:05,Julien BONNARD,NONE,Francia,M,SENIOR,utmb,2018
162,31:34:23,10:50:07,Holly RUSH,ASICS UK FRONTRUNNER,Reino Unido,F,VET-A,utmb,2018
163,31:36:14,10:51:58,Jeff MARSHALL,ADIDAS TERREX,Estados Unidos,M,SENIOR,utmb,2018
164,31:41:26,10:57:10,Paul MIGNOT,NONE,Países Bajos,M,SENIOR,utmb,2018
165,31:41:27,10:57:11,Julien SÉNÉCHAL,NONE,Francia,M,SENIOR,utmb,2018
166,31:42:17,10:58:01,Sébastien CHAMPION,TEAM FREEXION - RUNNING CONSEIL BREST,Francia,M,SENIOR,utmb,2018
167,31:42:46,10:58:30,Andrej FEIK,GERIATRIX RUDLOVA,Eslovaquia,M,VET-A,utmb,2018
168,31:43:31,10:59:15,Marcin TOMALSKI,NONE,Polonia,M,SENIOR,utmb,2018
169,31:43:52,10:59:36,John BENAMATI,CORRECAMINOS SOLIDARIOS TENERIFE,Italia,M,VET-A,utmb,2018
170,31:44:06,10:59:50,Juraj KARCAK,LONGFORD AC,Eslovaquia,M,VET-A,utmb,2018
171,31:44:26,11:00:10,Rui REBELO,DR. MERINO,Portugal,M,SENIOR,utmb,2018
172,31:45:03,11:00:47,Peter MORTIMER,HASH HOUSE HARRIERS,Reino Unido,M,SENIOR,utmb,2018
173,31:46:18,11:02:02,Esteve CAMPS PALMÉS,COLLBAIX,España,M,VET-A,utmb,2018
174,31:49:32,11:05:16,Knattapisit KRUTKRONGCHAI,AIA VITALITY,Tailandia,M,VET-A,utmb,2018
175,31:50:25,11:06:09,Leo ROBLIN,NONE,Francia,M,SENIOR,utmb,2018
176,31:50:32,11:06:16,Damien BAUDRAS,TEAM TRAILERS DU VEXIN,Francia,M,VET-A,utmb,2018
177,31:51:58,11:07:42,Laurent LOCHER,EAA BONNEVILLE,Francia,M,VET-A,utmb,2018
178,31:52:00,11:07:44,Vladimir NOSAL,FATRANSKI VLCI,Eslovaquia,M,VET-A,utmb,2018
179,31:52:40,11:08:24,Ernest MERCADER VILA,COS 360 SPORT&HEALTH,España,M,VET-A,utmb,2018
180,31:53:47,11:09:31,Jordi REQUENA,NONE,España,M,SENIOR,utmb,2018
181,31:54:49,11:10:33,Mathieu MAZERAND,MAGUELONE ,Francia,M,VET-A,utmb,2018
182,31:56:17,11:12:01,Josep CARRERAS CARBONELL,NONE,España,M,SENIOR,utmb,2018
183,31:57:14,11:12:58,Ximo ALFONSO UCHER,AITANA TRAIL TEAM,España,M,VET-A,utmb,2018
184,31:57:39,11:13:23,Laurent FATON,NONE,Francia,M,VET-A,utmb,2018
185,31:57:47,11:13:31,Amelia WATTS,NONE,Reino Unido,F,SENIOR,utmb,2018
186,31:57:49,11:13:33,Luca MARCONI,ASD KINOMANA,Italia,M,VET-A,utmb,2018
187,32:00:49,11:16:33,Sergio BRINGHEN ALESSANDRO,SCIENZE MOTORIE LAB,Italia,M,VET-A,utmb,2018
188,32:04:58,11:20:42,Artur PIECHA,HERCOG RUNNING TEAM,Polonia,M,VET-A,utmb,2018
189,32:05:43,11:21:27,Dani SALAS,MALIFT MALLORCA TRAIL,España,M,SENIOR,utmb,2018
190,32:06:18,11:22:02,Robert HACKEL,DOA,Alemania,M,VET-A,utmb,2018
191,32:06:39,11:22:23,Israel BERNAD BLASCO,IN BIKE,España,M,VET-A,utmb,2018
192,32:06:54,11:22:38,Frederick JOUIN,NONE,Canadá,M,VET-A,utmb,2018
193,32:07:03,11:22:47,Etienne GRANGEREAU,UA SOCIETE GENERALE,Francia,M,SENIOR,utmb,2018
194,32:07:53,11:23:37,Manuel GEORGET,NONE,Francia,M,VET-A,utmb,2018
195,32:09:14,11:24:58,Witold JUDA,NONE,Polonia,M,VET-A,utmb,2018
196,32:09:22,11:25:06,Morgan LINDQVIST,RUN CREW,Suecia,M,SENIOR,utmb,2018
197,32:10:37,11:26:21,Alexander STEIDL,NONE,Austria,M,SENIOR,utmb,2018
198,32:16:10,11:31:54,Nicolas PREMONT,DMA,Francia,M,SENIOR,utmb,2018
199,32:16:48,11:32:32,Laurentiu VEZENTAN,NONE,Rumania,M,VET-A,utmb,2018
200,32:17:25,11:33:09,Mathieu GUIBERT,RAIDLIGHT,Francia,M,VET-A,utmb,2018
201,32:18:39,11:34:23,Javier MENDIRI WATTS,A.D. GRUPO MONTAÑA PEGASO,España,M,VET-A,utmb,2018
202,32:19:14,11:34:58,Johannes PARKKONEN,SAMBA TRAIL RUNNING CLUB,Finlandia,M,VET-A,utmb,2018
203,32:20:07,11:35:51,Oscar PEREZ MILLAN,NONE,España,M,SENIOR,utmb,2018
204,32:22:28,11:38:12,Fung TAM CHUN,TEAM COLUMBIA HONG KONG,Hong Kong,M,SENIOR,utmb,2018
205,32:23:18,11:39:02,Alexandre CARO,NONE,Francia,M,VET-A,utmb,2018
206,32:24:55,11:40:39,Matthieu RUIZ,NONE,Francia,M,SENIOR,utmb,2018
207,32:25:19,11:41:03,Vincent MENGIN,NONE,Francia,M,SENIOR,utmb,2018
208,32:28:12,11:43:56,Eduard PLA PERERNAU,MOUNTAIN RUNNERS DEL BERGUEDA,España,M,VET-A,utmb,2018
209,32:31:56,11:47:40,Marie BERNA,NONE,Francia,F,VET-A,utmb,2018
210,32:37:40,11:53:24,Nuno ROCHA,NATURAL FORCE,Portugal,M,VET-A,utmb,2018
211,32:40:31,11:56:15,Nobuhito KUBO,EUREX FIELDS-ON-EARTH.COM,Japón,M,VET-A,utmb,2018
212,32:41:27,11:57:11,Costanzo GARNERO,NONE,Italia,M,SENIOR,utmb,2018
213,32:41:57,11:57:41,Javier NUNEZ GARCIA,GUADATRAIL,España,M,VET-A,utmb,2018
214,32:46:12,12:01:56,Quang TRAN DUY,VNG - EMBRACING CHALLENGES,Viet Nam,M,SENIOR,utmb,2018
215,32:47:02,12:02:46,Javier REYES FERNANDEZ FRANCISCO,CLUB MARATON LUCENA,España,M,VET-A,utmb,2018
216,32:49:44,12:05:28,Jimmy DEVOS,NONE,Bélgica,M,VET-A,utmb,2018
217,32:50:20,12:06:04,Francisek NAPAST,NONE,Eslovenia,M,VET-A,utmb,2018
218,32:52:57,12:08:41,Tommy BARLOW,WASATCH MOUNTAIN WRANGLERS,Estados Unidos,M,SENIOR,utmb,2018
219,32:53:18,12:09:02,Carrie CRAIG,HUNTERS BOG TROTTERS,Reino Unido,F,SENIOR,utmb,2018
220,32:53:36,12:09:20,Paolo MILANI,OSA VALMADRERA,Italia,M,VET-A,utmb,2018
221,32:55:25,12:11:09,Liangzhi JIANG,NONE,China,M,SENIOR,utmb,2018
222,32:55:32,12:11:16,Roman JEŽ,TOPATLET TRAIL RASICA,Eslovenia,M,VET-B,utmb,2018
223,32:55:55,12:11:39,Laurent GRUCKER,NONE,Francia,M,VET-A,utmb,2018
224,32:56:38,12:12:22,Alberto TRISTANTE,AU VIEUX CAMPEUR PARIS,España,M,VET-A,utmb,2018
225,32:57:12,12:12:56,Vincent GUICHARDOT,NONE,Francia,M,SENIOR,utmb,2018
226,32:57:40,12:13:24,Uroš VIDIČ,PK IDRIJA,Eslovenia,M,VET-A,utmb,2018
227,32:58:03,12:13:47,Nicolas BERNARD,A.L.ECHIROLLE,Francia,M,SENIOR,utmb,2018
228,33:01:25,12:17:09,Łukasz PRZYBYLSKI,KS IDMAR,Polonia,M,SENIOR,utmb,2018
229,33:05:39,12:21:23,Daniel EGLI,NONE,Suiza,M,VET-B,utmb,2018
230,33:06:59,12:22:43,Nicolas POMMARD,NONE,Francia,M,SENIOR,utmb,2018
231,33:15:40,12:31:24,Martin,CENTURION RUNNING ULTRA TEAM,Reino Unido,F,VET-A,utmb,2018
232,33:17:28,12:33:12,Eleuteri ADELANTADO GUITART,ASS.ESP. MOUNTAIN RUNNERS DEL BERGUEDA,España,M,VET-B,utmb,2018
233,33:19:14,12:34:58,Juan MONDEJAR VERDU,GRUP MUNTANYA MONOVER,España,M,VET-A,utmb,2018
234,33:20:16,12:36:00,Mark HORVATH,WATERGRASSHILL AC,Hungría,M,SENIOR,utmb,2018
235,33:20:26,12:36:10,Pierino STACCHETTI,NONE,Italia,M,VET-C,utmb,2018
236,33:21:16,12:37:00,Zachary WIELUNS,TRAIL MONSTER RUNNING,Estados Unidos,M,SENIOR,utmb,2018
237,33:23:06,12:38:50,Andrei SOVERESAN,LAITEK ROMANIA,Rumania,M,SENIOR,utmb,2018
238,33:23:35,12:39:19,Caroline ROEHRL,NONE,Suiza,F,SENIOR,utmb,2018
239,33:24:29,12:40:13,Andrew LAYSON,BEROWRA BUSH RUNNERS,Australia,M,VET-B,utmb,2018
240,33:24:39,12:40:23,Roland KAISER,EISERNERHANS.COM,Alemania,M,SENIOR,utmb,2018
241,33:25:25,12:41:09,Andreas NORÉN,ARE FYSIOCENTER,Suecia,M,VET-A,utmb,2018
242,33:26:01,12:41:45,Dejan VUKOTIC,YTONG XELLA,Eslovenia,M,VET-A,utmb,2018
243,33:26:13,12:41:57,Paul HOPWOOD,NONE,Reino Unido,M,VET-B,utmb,2018
244,33:28:01,12:43:45,Marco FAITA,EIGER ULTRA TRAIL QUARTZ CLUB,Suiza,M,VET-A,utmb,2018
245,33:28:38,12:44:22,Yoshitaka ARAFUNE,TEAM100MILE,Japón,M,SENIOR,utmb,2018
246,33:29:21,12:45:05,Natércia SILVESTRE,ABCANSADO TRAIL,Portugal,F,SENIOR,utmb,2018
247,33:30:04,12:45:48,Xin LI,NONE,China,M,SENIOR,utmb,2018
248,33:31:17,12:47:01,Pascual CASES LOPEZ VICENTE,C. E. COLIVENC,España,M,VET-A,utmb,2018
249,33:31:50,12:47:34,Didier VITALI,NONE,Francia,M,VET-A,utmb,2018
250,33:32:01,12:47:45,Oscar SANCHEZ,CLUB EXCURSIONISTA PRIORAT,España,M,SENIOR,utmb,2018
251,33:34:22,12:50:06,Tomasz IWANYSZYN,PARKRUN KATOWICE,Polonia,M,SENIOR,utmb,2018
252,33:34:33,12:50:17,Maclean,NONE,Reino Unido,M,VET-A,utmb,2018
253,33:35:17,12:51:01,Tomislav KAPETANOVIC,NONE,Croacia,M,VET-A,utmb,2018
254,33:35:50,12:51:34,Roger LEVESQUE,NONE,Estados Unidos,M,SENIOR,utmb,2018
255,33:36:13,12:51:57,Agata MATEJCZUK,KS ALASKA,Polonia,F,SENIOR,utmb,2018
