posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
256,33:36:16,12:52:00,Konrad CIURASZKIEWICZ,NONE,Polonia,M,SENIOR,utmb,2018
257,33:36:20,12:52:04,David TORRES PALAU MANUEL,C.E.M. ALQUERIES RUNNING,España,M,SENIOR,utmb,2018
258,33:36:48,12:52:32,Ludovic DE KESLING,UA VILLENOY,Francia,M,VET-A,utmb,2018
259,33:39:40,12:55:24,Tom MOSCHITZ,NONE,Australia,M,VET-A,utmb,2018
260,33:40:02,12:55:46,Andy DUNN,BRISTOL AND WEST AC,Reino Unido,M,VET-A,utmb,2018
261,33:40:06,12:55:50,Oliver HERRMANN,NONE,Suiza,M,SENIOR,utmb,2018
262,33:41:17,12:57:01,Emil SODERLUND,CURSORES ALAND,Finlandia,M,VET-A,utmb,2018
263,33:43:54,12:59:38,Manuel GUERRA LOPEZ,NONE,España,M,SENIOR,utmb,2018
264,33:44:36,13:00:20,Jose CERVANTES,NONE,Estados Unidos,M,VET-A,utmb,2018
265,33:48:36,13:04:20,Guy DOIRON,NONE,Canadá,M,VET-A,utmb,2018
266,33:49:16,13:05:00,Benoist CHARREAU,NONE,Francia,M,VET-A,utmb,2018
267,33:50:03,13:05:47,Hugues SAURET,NONE,Francia,M,SENIOR,utmb,2018
268,33:50:54,13:06:38,Kris DUFFY,NONE,Reino Unido,M,VET-A,utmb,2018
269,33:51:38,13:07:22,Andoni GARCIA,MANUEL IRADIER M. T.,España,M,SENIOR,utmb,2018
270,33:51:46,13:07:30,Jacobo MORENO MORA,ALCUDIA DE VEO TEAM,España,M,VET-A,utmb,2018
271,33:53:34,13:09:18,Raphael BICELLI,NONE,Francia,M,SENIOR,utmb,2018
272,33:53:45,13:09:29,Kin TSUI TSZ,RUNNERS ATHLETIC CLUB,Hong Kong,M,SENIOR,utmb,2018
273,33:55:07,13:10:51,Francisco BORREDA CAPELLA,REALENC'S TRAIL RUNNERS,España,M,VET-A,utmb,2018
274,34:01:52,13:17:36,Anne BOUCHARD,TNF CANADA,Canadá,F,VET-A,utmb,2018
275,34:02:46,13:18:30,Ángel CONEJERO MIGUEL,TRAIL UMBRIA-LA PLANA,España,M,SENIOR,utmb,2018
276,34:02:48,13:18:32,Raul CUADRADO,NONE,España,M,VET-A,utmb,2018
277,34:03:36,13:19:20,Erik VIZZI,DOCEO TECHNOSPORT TRAIL TEAM,Italia,M,VET-A,utmb,2018
278,34:04:59,13:20:43,Matias SOLER,CEE TRAIL CLUB,España,M,VET-A,utmb,2018
279,34:05:37,13:21:21,Richard THOMPSON,NONE,Reino Unido,M,VET-A,utmb,2018
280,34:05:41,13:21:25,Patrice BERGUERAND,CMBM,Francia,M,VET-B,utmb,2018
281,34:05:43,13:21:27,Benjamin JOUANNAUD,CMBM,Francia,M,VET-A,utmb,2018
282,34:06:04,13:21:48,Bertram JOHNSON,NONE,Estados Unidos,M,VET-A,utmb,2018
283,34:06:04,13:21:48,Hélder LEMOS,OCS PROAVENTURAS,Portugal,M,SENIOR,utmb,2018
284,34:06:44,13:22:28,Stéphane REYNAUD,NONE,Francia,M,SENIOR,utmb,2018
285,34:07:29,13:23:13,Holger BOLLER,COLUMBIA,Alemania,M,VET-A,utmb,2018
286,34:16:36,13:32:20,Romain MARIA,RUNNING TEAM AGEN,Francia,M,SENIOR,utmb,2018
287,34:17:43,13:33:27,Yip LAM SHING,SALOMON HONG KONG,Hong Kong,M,VET-A,utmb,2018
288,34:18:20,13:34:04,Ben CLARK,NONE,Australia,M,VET-A,utmb,2018
289,34:18:49,13:34:33,Roman MORELL,SA MILANA - ALARO,España,M,SENIOR,utmb,2018
290,34:20:51,13:36:35,Diego CHACON MARTINEZ,RUNNING WAY TRAIL,España,M,VET-A,utmb,2018
291,34:22:17,13:38:01,Miguel AMENGUAL VILLALONGA,SA MILANA ALARO,España,M,VET-A,utmb,2018
292,34:23:36,13:39:20,Sébastien GROSSI,NONE,Francia,M,SENIOR,utmb,2018
293,34:25:45,13:41:29,Daniel BROSTELLA,NONE,Panamá,M,VET-A,utmb,2018
294,34:29:24,13:45:08,Ping WU,上海交大安泰户外跑者俱乐部,China,M,SENIOR,utmb,2018
295,34:29:37,13:45:21,Roberto BELLINI,A.S.D. ESERCITO CE.SEL.NA. FOLIGNO,Italia,M,VET-A,utmb,2018
296,34:30:45,13:46:29,Telmo DOURADO,NONE,Portugal,M,VET-A,utmb,2018
297,34:31:20,13:47:04,Denis BATAILLION,NONE,Francia,M,VET-A,utmb,2018
298,34:31:54,13:47:38,Tetsuo KISO,TEAM 100 MILE,Japón,M,VET-B,utmb,2018
299,34:33:57,13:49:41,Hamish MACDONALD,RUNCREW,Australia,M,SENIOR,utmb,2018
300,34:34:22,13:50:06,Cédric LAYRE,AIRBUS RUNNING,Francia,M,SENIOR,utmb,2018
301,34:35:40,13:51:24,Damien FIEVET,ATHLETIQUE CLUB DU PAYS DE MEA,Francia,M,VET-A,utmb,2018
302,34:35:57,13:51:41,Samuel FOULON,NONE,Francia,M,SENIOR,utmb,2018
303,34:36:18,13:52:02,Albert GONFAUS CASTAÑO,A.E.MOUNTAIN RUNNERS BERGUEDA,España,M,VET-B,utmb,2018
304,34:36:27,13:52:11,Kurt LYNN,NONE,Nueva Zelandia,M,VET-A,utmb,2018
305,34:36:44,13:52:28,Olivier VALLA,ULTRA TAAAAAC TEAM,Francia,M,VET-A,utmb,2018
306,34:38:00,13:53:44,Pablo RAMOS SUAREZ,G.M. ENSIDESA GIJON,España,M,SENIOR,utmb,2018
307,34:40:18,13:56:02,Boris GASPAR,NONE,Eslovaquia,M,SENIOR,utmb,2018
308,34:41:21,13:57:05,Olivier CHULLIAT,NONE,Francia,M,VET-B,utmb,2018
309,34:42:34,13:58:18,Francois DUNAND,NONE,Francia,M,VET-A,utmb,2018
310,34:42:43,13:58:27,Laurent AUTRET,TEAM COSTO,Francia,M,VET-A,utmb,2018
311,34:43:23,13:59:07,Wojtek KRAJEWSKI,NONE,Polonia,M,VET-A,utmb,2018
312,34:44:00,13:59:44,Davide BUGLIONE,NONE,Italia,M,SENIOR,utmb,2018
313,34:48:35,14:04:19,Michael SCHMIDT,LG STEINHAGEN,Alemania,M,VET-A,utmb,2018
314,34:49:10,14:04:54,Justin FAUL,NONE,Estados Unidos,M,SENIOR,utmb,2018
315,34:49:27,14:05:11,Olivier GARIBAL,BAOUW CHRIS&OLIVE,Francia,M,SENIOR,utmb,2018
316,34:50:19,14:06:03,Hugo BRITO,NONE,Portugal,M,VET-A,utmb,2018
317,34:50:29,14:06:13,Shenhui LI,129训练营,China,M,SENIOR,utmb,2018
318,34:50:34,14:06:18,Jc RODRIGUES,TEAM CERAMIQ,Francia,M,VET-B,utmb,2018
319,34:50:39,14:06:23,Christophe NICAISE,NONE,Francia,M,SENIOR,utmb,2018
320,34:50:51,14:06:35,Ricardo FERREIRA,ARSM,Portugal,M,SENIOR,utmb,2018
321,34:50:53,14:06:37,Marko KAVZAR,KAVZI,Eslovenia,M,VET-B,utmb,2018
322,34:50:54,14:06:38,Tim BRILEY,PARK CITY RUNNING,Estados Unidos,M,VET-B,utmb,2018
323,34:53:52,14:09:36,Joel MEREDITH,NONE,Estados Unidos,M,VET-A,utmb,2018
324,34:54:32,14:10:16,Antoine MARTIN,NONE,Francia,M,SENIOR,utmb,2018
325,34:55:16,14:11:00,Pärtel PIIRIMAE,PRORUNNER,Estonia,M,VET-A,utmb,2018
326,34:55:50,14:11:34,Matej HRIBAR,HOKA ONE ONE SLOVENIA,Eslovenia,M,VET-A,utmb,2018
327,34:56:43,14:12:27,Jacques CLOT,NONE,Francia,M,VET-A,utmb,2018
328,34:57:52,14:13:36,Jean CORAND,ENDURANCE SHOP ALBI,Francia,M,SENIOR,utmb,2018
329,35:01:45,14:17:29,Tara WARREN,RABBIT ELITE TRAIL,Estados Unidos,F,VET-A,utmb,2018
330,35:02:12,14:17:56,Pascal ANTONIOTTI,CORSICA SPORT MEZZAVIA,Francia,M,VET-B,utmb,2018
331,35:03:26,14:19:10,Grégoire LEPOUTRE,NONE,Francia,M,SENIOR,utmb,2018
332,35:03:27,14:19:11,Eoin PHELAN,NONE,Irlanda,M,VET-A,utmb,2018
333,35:03:29,14:19:13,Jean KOLLY,SCHUSTANGS BANDA,Suiza,M,SENIOR,utmb,2018
334,35:03:32,14:19:16,Frédéric POUY,PAU PYRENEES AVENTURE,Francia,M,VET-A,utmb,2018
335,35:03:36,14:19:20,Jacob HAYES,BITTON ROAD RUNNERS,Reino Unido,M,VET-A,utmb,2018
336,35:06:15,14:21:59,Julien PORTALES,GRESI'COURANT,Francia,M,VET-A,utmb,2018
337,35:07:20,14:23:04,Florence BEYNEL,BEAUMONT ATHLETIQUE CLUB,Francia,F,VET-B,utmb,2018
338,35:09:56,14:25:40,Cédric ABARCA,ULTRA TRAIL TEAM SIGNARGUES,Francia,M,VET-A,utmb,2018
339,35:11:05,14:26:49,Gregory MOORE ROBERT,NONE,Estados Unidos,M,VET-A,utmb,2018
340,35:11:21,14:27:05,Nathan MOODY,ITRA,Estados Unidos,M,VET-A,utmb,2018
341,35:14:13,14:29:57,Jean FAVENNEC,NONE,Francia,M,VET-A,utmb,2018
342,35:16:41,14:32:25,Claudio ROSSI,ALTITUDE RACE,Italia,M,VET-A,utmb,2018
343,35:18:22,14:34:06,Timothée DUMAS,PARIS UNIVERSITE CLUB,Francia,M,SENIOR,utmb,2018
344,35:18:31,14:34:15,Grzegorz JAKUBCZAK,NONE,Polonia,M,SENIOR,utmb,2018
345,35:19:41,14:35:25,Damien DRUTEL,NONE,Francia,M,VET-B,utmb,2018
346,35:20:43,14:36:27,Sebastien RITONDALE,LES FOULÉES SAUSSINOISES,Francia,M,VET-A,utmb,2018
347,35:21:21,14:37:05,Erik JURANDER,SWEDISH TRAIL RUNNING,Suecia,M,VET-A,utmb,2018
348,35:22:34,14:38:18,Antoine BOUCHET,ROLEX SPORT,Francia,M,SENIOR,utmb,2018
349,35:22:54,14:38:38,Ludovic DUCHER,NONE,Francia,M,SENIOR,utmb,2018
350,35:31:13,14:46:57,Simon NIHOUL,NONE,Francia,M,SENIOR,utmb,2018
351,35:34:25,14:50:09,Denis GUEROT,OUEST TRAIL REUNION,Francia,M,VET-B,utmb,2018
352,35:35:37,14:51:21,Maciej MOCZYNSKI,POL,Polonia,M,VET-A,utmb,2018
353,35:37:02,14:52:46,Ake FAGERENG,MYNYDDWYR DE CYMRU,Noruega,M,SENIOR,utmb,2018
354,35:37:19,14:53:03,Didier DELEMONTEZ,NONE,Francia,M,VET-C,utmb,2018
355,35:37:41,14:53:25,Nikki HAN,NONE,Reino Unido,F,VET-A,utmb,2018
356,35:37:42,14:53:26,Maciej PISAREK,NONE,Polonia,M,VET-A,utmb,2018
357,35:38:36,14:54:20,Igor PIRKOVSKI,TREX,Macedonia del Norte,M,SENIOR,utmb,2018
358,35:38:37,14:54:21,Igor JOVANOVSKI,TREX ,Macedonia del Norte,M,SENIOR,utmb,2018
359,35:38:38,14:54:22,Zhikica IVANOVSKI,TREX,Macedonia del Norte,M,SENIOR,utmb,2018
360,35:38:47,14:54:31,Denis MORVAN,STADE LAVALLOIS ATHLETISME,Francia,M,SENIOR,utmb,2018
361,35:38:55,14:54:39,Elena POLYAKOVA,COLUMBIA MONTRAIL RUNNING TEAM TURKEY,Turquía,F,SENIOR,utmb,2018
362,35:39:30,14:55:14,Robert DALE,NONE,Reino Unido,M,SENIOR,utmb,2018
363,35:39:52,14:55:36,Martin SCHNEEKLOTH,"ALTRA, CEP, NUUN, HONEY STINGER",Estados Unidos,M,VET-A,utmb,2018
364,35:39:52,14:55:36,Alan WOOD,NONE,Reino Unido,M,SENIOR,utmb,2018
365,35:40:12,14:55:56,Wilfrid GUYONNET,FREERUN86,Francia,M,VET-A,utmb,2018
366,35:41:56,14:57:40,Tomeu CAÑELLAS ADROVER,PALMARUNNERS,España,M,VET-A,utmb,2018
367,35:42:05,14:57:49,Stephane PEPIN,NONE,Francia,M,VET-A,utmb,2018
368,35:43:42,14:59:26,Régis MARCHAND,ISSY TRIATHLON,Francia,M,VET-A,utmb,2018
369,35:43:52,14:59:36,Freedom LIU,LEI ULTRA TRAIL,China,M,SENIOR,utmb,2018
370,35:43:54,14:59:38,Lei YU,COLUMBIA,China,M,VET-A,utmb,2018
371,35:44:00,14:59:44,Tony HERRERA SOTO,C.M.UMMA,España,M,VET-A,utmb,2018
372,35:44:01,14:59:45,Óscar SANCHEZ CANOSA,RUNNING SPORT TRAIL,España,M,SENIOR,utmb,2018
373,35:44:17,15:00:01,Werner WEISSL,TEAM VEGAN.AT,Austria,M,VET-A,utmb,2018
374,35:45:09,15:00:53,Conrad DU TOIT,NONE,Sudáfrica,M,VET-A,utmb,2018
375,35:45:44,15:01:28,Fabien GOBY,PLAUZAT SPORT NATURE,Francia,M,SENIOR,utmb,2018
376,35:46:42,15:02:26,Jianguo YANG,GREEN RUN,China,M,SENIOR,utmb,2018
377,35:47:01,15:02:45,Krystian KORZAŃSKI,36HDCZB,Polonia,M,SENIOR,utmb,2018
378,35:47:48,15:03:32,Fengjuan FAN,ADIDAS,China,F,SENIOR,utmb,2018
379,35:47:49,15:03:33,Nick COX,NONE,Reino Unido,M,VET-A,utmb,2018
380,35:48:01,15:03:45,Unai ETXEBERRIA GORRITXATEGI,LAMINO MENDI TALDEA,España,M,SENIOR,utmb,2018
381,35:51:29,15:07:13,Oscar VECINO,TRIZURKO,España,M,VET-A,utmb,2018
382,35:51:30,15:07:14,Iñigo FERNANDEZ MENDIBE,NONE,España,M,VET-A,utmb,2018
383,35:51:40,15:07:24,Olivier PECOUL,NONE,Francia,M,SENIOR,utmb,2018
384,35:53:01,15:08:45,Laurent BOUHIER,EST CHARENTE ATHLETIQUE,Francia,M,VET-B,utmb,2018
385,35:53:44,15:09:28,Rosalia GUARISCHI,NONE,Brasil,F,SENIOR,utmb,2018
386,35:55:22,15:11:06,Humphreys,COMPTON HARRIERS,Reino Unido,M,VET-A,utmb,2018
387,35:55:23,15:11:07,Lode THEUNYNCK,TRAILODGE,Bélgica,M,VET-A,utmb,2018
388,35:58:37,15:14:21,Charles BOCZMAK,NONE,Francia,M,SENIOR,utmb,2018
389,35:59:24,15:15:08,Pascal FOUQUERAY,CAP ENDURANCE,Francia,M,VET-B,utmb,2018
390,36:00:50,15:16:34,Rémi PARIS,LES FURETS D'EIFFAGE,Francia,M,SENIOR,utmb,2018
391,36:01:47,15:17:31,René ZBINDEN,ST BERN,Suiza,M,VET-A,utmb,2018
392,36:02:39,15:18:23,Goncalo MOTA,TREPADORES,Portugal,M,VET-A,utmb,2018
393,36:04:16,15:20:00,Julien GAURY,NONE,Francia,M,SENIOR,utmb,2018
394,36:05:59,15:21:43,Daniel FABREGAT,CEVEN'TRAIL,Francia,M,VET-A,utmb,2018
395,36:06:54,15:22:38,Mikael LINDSTRAND,GONIOLABS EC,Suecia,M,VET-A,utmb,2018
396,36:07:00,15:22:44,Matteo TRAVERSO,ATLETICA VALLE SCRIVIA,Italia,M,VET-A,utmb,2018
397,36:07:04,15:22:48,Alessandro PERCIVALE,ATLETICA VALLESCRIVIA,Italia,M,VET-B,utmb,2018
398,36:10:39,15:26:23,Marcos ASENJO SANTANA,C.D. TRAZACAMINOS,España,M,VET-A,utmb,2018
399,36:10:41,15:26:25,Alejandro DOMINGUEZ GARCIA MANUEL,C.D.LA OTRA VERTIENTE,España,M,VET-A,utmb,2018
400,36:11:13,15:26:57,Tang TANG,NONE,Hong Kong,M,SENIOR,utmb,2018
401,36:12:47,15:28:31,Wa LEONG WENG,RUNPLUS TRAIL,Moldavia,M,SENIOR,utmb,2018
402,36:14:32,15:30:16,David MACIEJOWSKI,TEAM CHAMPSAUR NATURE,Francia,M,VET-A,utmb,2018
403,36:14:55,15:30:39,Corine KAGERER,"ALPINRUNNER, LCU",Suiza,F,VET-A,utmb,2018
404,36:14:56,15:30:40,Pierre FRIDEZ,WWW.JACCUZZI.CH,Suiza,M,VET-A,utmb,2018
405,36:14:57,15:30:41,Dominique WEIBEL,LA COTE RUNNERS,Suiza,M,VET-A,utmb,2018
406,36:14:58,15:30:42,Tania SAPOZNIK,NONE,Paraguay,F,SENIOR,utmb,2018
407,36:14:59,15:30:43,Marco BUNDI,NONE,Suiza,M,VET-A,utmb,2018
408,36:15:00,15:30:44,Michele DONDI,NONE,Italia,M,SENIOR,utmb,2018
409,36:15:06,15:30:50,Louis FOUQUET,PGAC,Francia,M,VET-B,utmb,2018
410,36:15:52,15:31:36,Jean DELORME,NONE,Francia,M,VET-A,utmb,2018
411,36:16:29,15:32:13,Etienne MANDEL,NONE,Francia,M,SENIOR,utmb,2018
412,36:18:38,15:34:22,Leo FUNG,NONE,Canadá,M,SENIOR,utmb,2018
413,36:18:40,15:34:24,Mario SRNIK,NONE,Canadá,M,VET-A,utmb,2018
414,36:19:01,15:34:45,Vicentiu MOTOC DANIEL,UP&DOWN,Italia,M,VET-A,utmb,2018
415,36:20:19,15:36:03,Colin STARK,NORTH NORFOLK BEACH RUNNERS,Reino Unido,M,VET-A,utmb,2018
416,36:22:27,15:38:11,Norimasa UCHIDA,TEAM 100 MILES,Japón,M,VET-A,utmb,2018
417,36:24:37,15:40:21,Moktar LAHCEN,NONE,Francia,M,VET-A,utmb,2018
418,36:25:18,15:41:02,Georgina SMITH,NONE,Reino Unido,F,SENIOR,utmb,2018
419,36:25:39,15:41:23,Vincent ROUDEL,NONE,Francia,M,SENIOR,utmb,2018
420,36:27:47,15:43:31,Bartłomiej GORZKOWSKI,BTM RUNNERS,Polonia,M,VET-A,utmb,2018
421,36:28:33,15:44:17,Laurent LABONNE,COURAPIEDS 33,Francia,M,SENIOR,utmb,2018
422,36:29:01,15:44:45,Topi HANHELA,SAMBA TRAIL RUNNING CLUB,Finlandia,M,VET-A,utmb,2018
423,36:29:56,15:45:40,Ivan VIDEK,AK SLJEME,Croacia,M,SENIOR,utmb,2018
424,36:31:23,15:47:07,Magali LACHAUX,PASSY ALPIRUNNING,Francia,F,SENIOR,utmb,2018
425,36:31:28,15:47:12,Giovanni FORNONI,GAV VERTOVA,Italia,M,VET-A,utmb,2018
426,36:34:11,15:49:55,Didier COMBE,CABBA BOUC BEL AIR,Francia,M,VET-B,utmb,2018
427,36:36:13,15:51:57,Pascal LETE,LES COUREURS CELESTES,Bélgica,M,VET-C,utmb,2018
428,36:37:17,15:53:01,Ádám KOVÁCS,COFFEERUN SE,Hungría,M,VET-A,utmb,2018
429,36:37:23,15:53:07,Andreas MAI,HARTFUESSLER,Alemania,M,VET-A,utmb,2018
430,36:38:00,15:53:44,Albert MACIAS DIAZ,CAMI DELS IBERS,España,M,VET-A,utmb,2018
431,36:38:25,15:54:09,Didier HUBERT,LES 41 DU ST-QUENTIN,Francia,M,VET-B,utmb,2018
432,36:38:47,15:54:31,Jean BENEY,TEAM AMAYA-EDELWEISS,Suiza,M,SENIOR,utmb,2018
433,36:39:19,15:55:03,Jérôme VERGER,LIMOUX TRIATHLON CLUB,Francia,M,VET-A,utmb,2018
434,36:40:03,15:55:47,Vincent HUNOUT,NONE,Francia,M,SENIOR,utmb,2018
435,36:40:03,15:55:47,Stefano PUIATI,ULTRA TAAAAAC TEAM,Italia,M,VET-B,utmb,2018
436,36:42:19,15:58:03,Josef KOCH,NONE,Bélgica,M,SENIOR,utmb,2018
437,36:43:45,15:59:29,Franck BRICAUD,AS CHU NANTES,Francia,M,VET-A,utmb,2018
438,36:44:09,15:59:53,Michel PIERARD,NONE,Bélgica,M,VET-A,utmb,2018
439,36:44:48,16:00:32,Jorge CALVENTE ANDREU,NONE,España,M,SENIOR,utmb,2018
440,36:45:29,16:01:13,Etienne AUCHERE,NONE,Francia,M,SENIOR,utmb,2018
441,36:45:37,16:01:21,Laurent DARET,TEAM IRON RACE,Francia,M,VET-A,utmb,2018
442,36:45:54,16:01:38,Adrian REWIG,TRI TEAM HAGEN,Alemania,M,SENIOR,utmb,2018
443,36:46:38,16:02:22,Sybille MAI,TG VIKTORIA AUGSBURG,Alemania,F,SENIOR,utmb,2018
444,36:46:48,16:02:32,Séverine ALLARD,CA ORSAY TRIATHLON,Francia,F,SENIOR,utmb,2018
445,36:46:51,16:02:35,Gianni MUNARETTO,ATLETICA PIOMBINO DESE,Italia,M,VET-A,utmb,2018
446,36:47:50,16:03:34,Fabien ROMERO,NONE,Francia,M,VET-A,utmb,2018
447,36:49:57,16:05:41,Nicolas PERRUCHOT,PATRIOTE DE BONNETABLE,Francia,M,VET-A,utmb,2018
448,36:51:49,16:07:33,Karine BOURGEON,NONE,Francia,F,VET-A,utmb,2018
449,36:52:00,16:07:44,Doug MAYER,RUN THE ALPS,Estados Unidos,M,VET-B,utmb,2018
450,36:58:03,16:13:47,Enrique CESTINO,NONE,España,M,VET-A,utmb,2018
451,36:59:02,16:14:46,Nazareno SALPISTIS,TRIESTE ATLETICA,Italia,M,SENIOR,utmb,2018
452,36:59:43,16:15:27,Jonathan PICH,NONE,Francia,M,SENIOR,utmb,2018
453,37:00:08,16:15:52,Manuel PAVANELLO,SPIRITO TRAIL ASD,Italia,M,VET-A,utmb,2018
454,37:02:45,16:18:29,Hideo TAKUMA,NONE,Japón,M,VET-B,utmb,2018
455,37:05:06,16:20:50,Aurelien DURET,CREWSTACH,Francia,M,SENIOR,utmb,2018
456,37:06:18,16:22:02,Frederic FLEURY,NONE,Francia,M,VET-B,utmb,2018
457,37:06:29,16:22:13,Miroslav KUZMOV,NONE,Bulgaria,M,SENIOR,utmb,2018
458,37:07:21,16:23:05,Stephen REEVES,LARKFIELD AC,Reino Unido,M,VET-A,utmb,2018
459,37:10:44,16:26:28,Włodzimierz STEPAK,KB AKTYWNI KONIN,Polonia,M,VET-A,utmb,2018
460,37:14:01,16:29:45,Klaudia DOMINIAK,MAGAZYN TRIATHLON,Polonia,F,VET-A,utmb,2018
461,37:14:02,16:29:46,Stanisław POLAK,NIEZRZESZONY,Polonia,M,VET-A,utmb,2018
462,37:14:27,16:30:11,Ludovic LEGROS,NONE,Francia,M,SENIOR,utmb,2018
463,37:15:18,16:31:02,Ronald PEACOCK,NORTH COAST ULTRA,Reino Unido,M,VET-A,utmb,2018
464,37:15:18,16:31:02,Aaron SHIMMONS,B.A.R.F.,Irlanda,M,VET-A,utmb,2018
465,37:15:32,16:31:16,Przemysław WITCZAK,DREAMTIME TRAILS,Polonia,M,VET-A,utmb,2018
466,37:16:56,16:32:40,Peter SCHEIFFELE,NONE,Alemania,M,VET-A,utmb,2018
467,37:18:56,16:34:40,António VILELA,REAL ACADEMIA,Portugal,M,VET-A,utmb,2018
468,37:19:00,16:34:44,Carlos ARAUZO,INDEPENDIENTE,España,M,VET-A,utmb,2018
469,37:19:31,16:35:15,Ludovic JAMIN,SOBHI SPORT NANTES,Francia,M,VET-A,utmb,2018
470,37:19:37,16:35:21,Darron HOWARTH,NONE,Reino Unido,M,VET-B,utmb,2018
471,37:19:46,16:35:30,Kazunari ABE,NONE,Japón,M,VET-A,utmb,2018
472,37:19:47,16:35:31,Ramon DAMICO MAURO,TRAGAME TIERRA,Argentina,M,VET-A,utmb,2018
473,37:19:50,16:35:34,Sébastien HUGUENOT,LES ALLOBROGES DU BREVON,Francia,M,SENIOR,utmb,2018
474,37:20:26,16:36:10,Long LI,COLUMBIA,China,M,SENIOR,utmb,2018
475,37:21:00,16:36:44,Fred MATOS,RUNNERS DO DEMO,Portugal,M,SENIOR,utmb,2018
476,37:22:41,16:38:25,Jean LE HERISSIER,NONE,Francia,M,VET-B,utmb,2018
477,37:22:43,16:38:27,Hugues VANIER,NONE,Francia,M,VET-B,utmb,2018
478,37:23:13,16:38:57,Brook MARTIN,TRAILBLAZERS,Australia,F,VET-A,utmb,2018
479,37:24:05,16:39:49,Paz AMIT HAR,SALOMON ISRAEL,Israel,M,SENIOR,utmb,2018
480,37:24:39,16:40:23,Matjaz CAMPA,NONE,Eslovenia,M,VET-B,utmb,2018
481,37:25:08,16:40:52,Kamil NIEDZWIADEK,BEAR CUBS RUNNING TEAM,Polonia,M,SENIOR,utmb,2018
482,37:25:24,16:41:08,Justin KENT,NONE,Estados Unidos,M,VET-B,utmb,2018
483,37:26:52,16:42:36,Jonatan SANTANA HENRIQUEZ,BOLETRAI DE TEROR,España,M,SENIOR,utmb,2018
484,37:29:01,16:44:45,Thomas LAUGEL,OLICOACHING,Francia,M,SENIOR,utmb,2018
485,37:29:55,16:45:39,Thomas DUPUIS,ESM,Bélgica,M,SENIOR,utmb,2018
486,37:30:41,16:46:25,Anton DAXL,NONE,Austria,M,VET-A,utmb,2018
487,37:30:56,16:46:40,Daniel IRWIN,NONE,Reino Unido,M,VET-A,utmb,2018
488,37:31:33,16:47:17,Killian FERRIEN,NONE,Francia,M,SENIOR,utmb,2018
489,37:32:17,16:48:01,Angel MONTES MARTINEZ PEDRO,G.M.PICU PIENZU,España,M,VET-A,utmb,2018
490,37:37:59,16:53:43,Guillaume LAPIERRE,NONE,Francia,M,VET-A,utmb,2018
491,37:39:42,16:55:26,Stefano DELBARBA,NONE,Italia,M,VET-A,utmb,2018
492,37:40:51,16:56:35,Christian WARREN,NONE,Reino Unido,M,VET-A,utmb,2018
493,37:41:37,16:57:21,Matteo PIAZZA,BRADIPI DEL MOTTARONE,Italia,M,VET-A,utmb,2018
494,37:42:50,16:58:34,Carles RAIMAT QUINTANA,CEAR ALTA RIBAGORCA,España,M,VET-A,utmb,2018
495,37:42:51,16:58:35,Antonio FIGUEROA LAGO JOSÉ,NONE,España,M,SENIOR,utmb,2018
496,37:43:41,16:59:25,Linda MENARDI,ATLETICA CORTINA,Italia,F,VET-A,utmb,2018
497,37:43:45,16:59:29,Gérald ROUQUIER,TEAM QUICHE,Francia,M,VET-A,utmb,2018
498,37:44:36,17:00:20,Mark MYLES,NONE,Reino Unido,M,VET-A,utmb,2018
499,37:44:55,17:00:39,Ian LYE,COMPRESSPORT SINGAPORE,Singapur,M,SENIOR,utmb,2018
500,37:45:19,17:01:03,Hernan DE LAHITTE,CORRERAYUDA,Argentina,M,VET-B,utmb,2018
501,37:45:46,17:01:30,Yann GRIFFON,CROSSCALL,Francia,M,VET-A,utmb,2018
502,37:46:47,17:02:31,Laurent BILLEBAULT,NONE,Francia,M,VET-A,utmb,2018
503,37:46:48,17:02:32,Petar PETROV,NONE,Bulgaria,M,SENIOR,utmb,2018
504,37:47:09,17:02:53,Manel VERDAGUER FONT JOAN,DOMINGUEROS RUN VILANOVA,España,M,VET-A,utmb,2018
505,37:48:48,17:04:32,Ronda SUNDERMEIER,NONE,Estados Unidos,F,VET-B,utmb,2018
506,37:49:10,17:04:54,Jason HANLIN,NONE,Estados Unidos,M,VET-A,utmb,2018
507,37:49:12,17:04:56,Bernard DENIS,NONE,Bélgica,M,VET-A,utmb,2018
508,37:49:19,17:05:03,Jeanette WANG,NONE,Singapur,F,SENIOR,utmb,2018
509,37:50:07,17:05:51,Thomas GERAIN,NONE,Francia,M,VET-A,utmb,2018
510,37:50:25,17:06:09,Michal CWIEKALA,NONE,Polonia,M,VET-A,utmb,2018
511,37:50:28,17:06:12,Henrik NØRREGAARD,HERLEV,Dinamarca,M,VET-B,utmb,2018
512,37:50:33,17:06:17,Titus ABLORH,COLUMBIA MONTRAIL,República Checa,M,SENIOR,utmb,2018
513,37:51:31,17:07:15,Ghislain DEVOUTON,NONE,Estados Unidos,M,VET-A,utmb,2018
514,37:51:33,17:07:17,Christophe FIESSINGER,NONE,Francia,M,VET-A,utmb,2018
515,37:51:40,17:07:24,Florence MORISSEAU,RUNNING CLUB SAINT MAIXENT,Francia,F,VET-A,utmb,2018
516,37:52:03,17:07:47,Sylvain MENDEZ,NONE,Francia,M,SENIOR,utmb,2018
