posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
1534,45:04:55,25:15:25,Matthew DOYLE,NONE,Australia,M,SENIOR,utmb,2022
1535,45:04:56,25:15:26,Dai DAVIES,TRAIL MAGGOTS,Reino Unido,M,SENIOR,utmb,2022
1536,45:05:02,25:15:32,Jose ORTUÑO RUIIZ JUAN,TRAIL VILLENA,España,M,VET-A,utmb,2022
1537,45:05:45,25:16:15,Hugo FERNANDES,MONTREUX TRAIL FESTIVAL,Portugal,M,SENIOR,utmb,2022
1538,45:06:01,25:16:31,Nicolas BRETAUDEAU,NONE,Francia,M,VET-A,utmb,2022
1539,45:06:07,25:16:37,Gilles GUY,MARIA BLANGA,Francia,M,VET-A,utmb,2022
1540,45:06:25,25:16:55,Halldora MATTHIASD PROPPE,NATTURUHLAUP,Islandia,F,VET-B,utmb,2022
1541,45:06:25,25:16:55,Michael KALUZYNSKI,NONE,Australia,M,SENIOR,utmb,2022
1542,45:06:26,25:16:56,Philippe MESQUITA,OFF'ARGIS,Francia,M,VET-A,utmb,2022
1543,45:06:27,25:16:57,Stephane FOLKMANN,NONE,Francia,M,VET-B,utmb,2022
1544,45:06:31,25:17:01,Gianpiero BIANCHI,NONE,Italia,M,VET-B,utmb,2022
1545,45:06:45,25:17:15,Xavier GILABERT VALLDEPEREZ,UEC TORTOSA,España,M,VET-B,utmb,2022
1546,45:06:54,25:17:24,Giuseppe TRAMONTIN,MAGREDI MOUNTAIN TRAIL,Italia,M,VET-B,utmb,2022
1547,45:16:58,25:27:28,Jon SHAW,KNOTTY AND DOTTY,Australia,M,VET-A,utmb,2022
1548,45:07:05,25:17:35,Maria MATTE CAMILA,STUDIO PETERSON,Brasil,F,VET-A,utmb,2022
1549,45:07:09,25:17:39,Dean STRLEK,SRD 315 SJEVEROZAPAD,Croacia,M,SENIOR,utmb,2022
1550,45:07:24,25:17:54,Akihito NAKAMACHI,NONE,Japón,M,VET-B,utmb,2022
1551,45:07:25,25:17:55,Francis WAINWRIGHT,CHIPPENHAM HARRIERS,Reino Unido,M,VET-B,utmb,2022
1552,45:09:12,25:19:42,Minwei QU,NONE,Estados Unidos,M,VET-C,utmb,2022
1553,45:09:13,25:19:43,Ali EL HACHANI MOHAMED,NONE,Francia,M,VET-A,utmb,2022
1554,45:09:29,25:19:59,Saša KULINOVIĆ,AK NISKOGORCI,Montenegro,M,VET-A,utmb,2022
1555,45:09:29,25:19:59,Gaël VINEY,NONE,Francia,M,VET-A,utmb,2022
1556,45:09:43,25:20:13,Guillaume ANDEOL,SAM12,Francia,M,VET-A,utmb,2022
1557,45:09:55,25:20:25,Kotaro KAWAI,NONE,Japón,M,SENIOR,utmb,2022
1558,45:10:28,25:20:58,Herve DECROMBECQUE,CLUB SPORTIF IBM NICE SOPHIA,Francia,M,VET-B,utmb,2022
1559,45:10:34,25:21:04,Marcin ZIĘBA,RUNPROGRESS TEAM,Polonia,M,VET-A,utmb,2022
1560,45:10:59,25:21:29,Apirat NATEEPRASITTIPORN,SAKAIRUN,Tailandia,M,SENIOR,utmb,2022
1561,45:11:26,25:21:56,Jean CHOTARD,NONE,Francia,M,VET-B,utmb,2022
1562,45:11:27,25:21:57,Stéphane GALEAZZI,NONE,Francia,M,VET-B,utmb,2022
1563,45:11:52,25:22:22,Emilio PAREJA CARRILLO PEDRO,PATERNA RUNNER CLUB,España,M,VET-A,utmb,2022
1564,45:11:55,25:22:25,Thomas COLOMBO,PORTET ATHLETIC CLUB,Italia,M,VET-A,utmb,2022
1565,45:12:04,25:22:34,Thierry NICOL,NONE,Francia,M,SENIOR,utmb,2022
1566,45:12:16,25:22:46,Yann LABOURIER,ACOLIT,Francia,M,VET-A,utmb,2022
1567,45:12:21,25:22:51,Cedric EYCHENNE,RUNNING SEYSSES ,Francia,M,VET-A,utmb,2022
1568,45:12:26,25:22:56,Neil MACRITCHIE,NONE,Reino Unido,M,VET-A,utmb,2022
1569,45:13:41,25:24:11,Dídac RUIZ CASAJUANA,NONE,España,M,VET-A,utmb,2022
1570,45:13:48,25:24:18,Maria CLARES DIAZ JOSE,DUO FITNESS,España,M,VET-A,utmb,2022
1571,45:13:48,25:24:18,Jordi DEL OLMO RIERA,DUOFITNESS,España,M,VET-A,utmb,2022
1572,45:13:48,25:24:18,Pedro MUÑOZ NOGUERA,DUO FITNESS,España,M,VET-C,utmb,2022
1573,45:13:48,25:24:18,Rafa SÁNCHEZ,BARBERS RUINERS,España,M,VET-A,utmb,2022
1574,45:14:32,25:25:02,Neil CAMINONG RAY,UP-SMB,Filipinas,M,SENIOR,utmb,2022
1575,45:14:35,25:25:05,Stephen BRENNAN,LUSK AC,Irlanda,M,VET-C,utmb,2022
1576,45:14:38,25:25:08,David GIL PELLUCH,A TO TRAPO,España,M,VET-A,utmb,2022
1577,45:14:43,25:25:13,Pablo MOLINA VIDAL,CLUB DEPORTIVO RUNIAM,España,M,VET-B,utmb,2022
1578,45:14:44,25:25:14,Enri RODRÍGUEZ PAYÁ,A TO TRAPO,España,F,VET-A,utmb,2022
1579,45:14:45,25:25:15,Angel PARRA MARTINEZ,A TO TRAPO,España,M,VET-A,utmb,2022
1580,45:14:53,25:25:23,Pascal CHARROIN,NONE,Francia,M,VET-A,utmb,2022
1581,45:15:02,25:25:32,Pascal CHARASSON,NONE,Francia,M,VET-B,utmb,2022
1582,45:15:08,25:25:38,Manuel DOS SANTOS FARIA JOSÉ,VELHA GUARDA,Portugal,M,SENIOR,utmb,2022
1583,45:15:09,25:25:39,Mariana BALLESTER,NONE,Portugal,F,SENIOR,utmb,2022
1584,45:16:50,25:27:20,Natacha RAUTUREAU,LA FOULEE MEYNOISE,Francia,F,VET-A,utmb,2022
1585,45:16:57,25:27:27,Paul MILLIGAN,HYDE PARK HARRIERS,Reino Unido,M,VET-A,utmb,2022
1586,45:16:57,25:27:27,Paul RAMSDEN,HYDE PARK HARRIERS,Reino Unido,M,VET-A,utmb,2022
1587,45:16:58,25:27:28,Karen FRONTERAS,PURETRAIL,Reino Unido,F,VET-A,utmb,2022
1588,45:17:11,25:27:41,Scott LEE,NONE,Estados Unidos,M,VET-B,utmb,2022
1589,45:17:14,25:27:44,Dave REYNIER,ILKLEY HARRIERS,Reino Unido,M,VET-B,utmb,2022
1590,45:17:28,25:27:58,Thibault GOULIN,CREWSTACH,Francia,M,SENIOR,utmb,2022
1591,45:17:37,25:28:07,Guillaume TRICHARD,CREWSTACH,Francia,M,SENIOR,utmb,2022
1592,45:18:47,25:29:17,Jonathan BOYER,NONE,Francia,M,SENIOR,utmb,2022
1593,45:18:56,25:29:26,Alexander BUCHAN,NONE,Reino Unido,M,VET-B,utmb,2022
1594,45:19:21,25:29:51,Francois DESSUREAULT,NONE,Canadá,M,VET-B,utmb,2022
1595,45:19:31,25:30:01,Victoria MARSERO,BARRA ENERGETICA TEAM,Argentina,F,VET-A,utmb,2022
1596,45:19:37,25:30:07,Shengming LIN,TCMC,China,M,VET-A,utmb,2022
1597,45:21:01,25:31:31,Richard NEWEY,NONE,Reino Unido,M,VET-B,utmb,2022
1598,45:21:49,25:32:19,Patrick VAUGHAN,VIRGINIA HAPPY TRAILS RUNNING CLUB,Estados Unidos,M,VET-A,utmb,2022
1599,45:23:10,25:33:40,Yong JO,INVICTUS,Corea del Sur,M,VET-B,utmb,2022
1600,45:23:52,25:34:22,Kenta AKASHI,NONE,Japón,M,VET-B,utmb,2022
1601,45:23:56,25:34:26,Pierre PELLEGRINI,NONE,Francia,M,SENIOR,utmb,2022
1602,45:23:58,25:34:28,Rebecca CHO,CRC,Hong Kong,F,VET-B,utmb,2022
1603,45:24:28,25:34:58,Krzysztof KOWALEWSKI,MOVIE BEATS,Polonia,M,SENIOR,utmb,2022
1604,45:24:51,25:35:21,Brook MARTIN,TRAILBLAZERS,Australia,F,VET-A,utmb,2022
1605,45:24:51,25:35:21,Natacha TAN,NONE,Reino Unido,F,VET-A,utmb,2022
1606,45:24:52,25:35:22,Karen MCMORROW,TRAILBLAZERS,Irlanda,F,VET-A,utmb,2022
1607,45:24:53,25:35:23,Carmen RODRÍGUEZ SOLER,CAP I CAMES TRAIL RUNNING,España,F,VET-A,utmb,2022
1608,45:25:02,25:35:32,Akira SUZUKI,NONE,Japón,M,VET-B,utmb,2022
1609,45:26:00,25:36:30,Andrew BELL,NONE,Canadá,M,VET-A,utmb,2022
1610,45:26:20,25:36:50,Nicolae TALEA BOGDAN,NONE,Rumania,M,SENIOR,utmb,2022
1611,45:26:22,25:36:52,Philippe GUERIN,DEFI-OUTDOOR,Francia,M,VET-A,utmb,2022
1612,45:26:22,25:36:52,Damien ROPERT,DEFI OUTDOOR,Francia,M,SENIOR,utmb,2022
1613,45:36:22,25:46:52,Sébastien ANFRYE,TEAM FENIX,Francia,M,VET-A,utmb,2022
1614,45:36:23,25:46:53,Christophe GALLEMAND,TEAM FENIX,Francia,M,VET-A,utmb,2022
1615,45:26:40,25:37:10,Warit KUNLAPAN,NONE,Tailandia,M,VET-A,utmb,2022
1616,45:26:46,25:37:16,Andrew STEPHENSON,NONE,Reino Unido,M,VET-B,utmb,2022
1617,45:26:48,25:37:18,Alexandre BRETON,NONE,Francia,M,VET-A,utmb,2022
1618,45:27:01,25:37:31,Pascal MASSART,TTDA,Bélgica,M,VET-B,utmb,2022
1619,45:27:01,25:37:31,Régis LEROY,TTDA,Bélgica,M,VET-A,utmb,2022
1620,45:27:28,25:37:58,Laura TERZONI,NONE,Italia,F,VET-A,utmb,2022
1621,45:27:29,25:37:59,Paolo BASSANONI,NONE,Italia,M,VET-A,utmb,2022
1622,45:27:40,25:38:10,Marc CHAVAROCHE,NONE,Francia,M,SENIOR,utmb,2022
1623,45:27:44,25:38:14,Ludovic COLOMBO,NONE,Francia,M,SENIOR,utmb,2022
1624,45:27:56,25:38:26,Marc CAILHOL,NONE,Francia,M,VET-B,utmb,2022
1625,45:29:03,25:39:33,David DUBOIS,NONE,Francia,M,VET-A,utmb,2022
1626,45:29:05,25:39:35,Baptiste BALENCIE,NONE,Francia,M,SENIOR,utmb,2022
1627,45:29:20,25:39:50,David RIJKS,NONE,Países Bajos,M,VET-A,utmb,2022
1628,45:29:21,25:39:51,Nico JAKOBS,NONE,Países Bajos,M,VET-B,utmb,2022
1629,45:30:46,25:41:16,Per SVENSSON,BIK STOCKHOLM,Suecia,M,VET-B,utmb,2022
1630,45:31:23,25:41:53,Thierry BLANC,FOISSIAT BRESSE RUNNING,Francia,M,VET-B,utmb,2022
1631,45:31:42,25:42:12,Cesare ROTUNDO,NONE,Estados Unidos,M,VET-B,utmb,2022
1632,45:31:56,25:42:26,Gerhardt KNUDSEN MORTEN,TRAIL & PANDELYGTESJOV,Dinamarca,M,VET-B,utmb,2022
1633,45:32:48,25:43:18,Gavin PEACH,NONE,Reino Unido,M,VET-A,utmb,2022
1634,45:33:12,25:43:42,Clotilde VALLEIX,NONE,Francia,F,VET-A,utmb,2022
1635,45:33:13,25:43:43,Julien VINAY,NONE,Francia,M,VET-A,utmb,2022
1636,45:33:23,25:43:53,Hèctor ROBAS BONDIA,NONE,España,M,SENIOR,utmb,2022
1637,45:36:00,25:46:30,Jeremy PALMER,FINNISH MARATHON RUNNERS,Estados Unidos,M,VET-A,utmb,2022
1638,45:36:10,25:46:40,Yann RISPAL,NONE,Francia,M,VET-A,utmb,2022
1639,45:36:22,25:46:52,Sebastien LAPEGUE,NONE,Francia,M,VET-A,utmb,2022
1640,45:36:26,25:46:56,Leticia ROJAS MARA,GETFIT,Argentina,F,VET-A,utmb,2022
1641,45:36:27,25:46:57,Takumi UENO,KUMAMOTO TREK,Japón,M,VET-C,utmb,2022
1642,45:36:28,25:46:58,Johan QUILLET,NONE,Francia,M,VET-A,utmb,2022
1643,45:36:28,25:46:58,Nick VAUGHAN,NONE,Reino Unido,M,VET-A,utmb,2022
1644,45:36:35,25:47:05,Yvonnick LE TEXIER,NONE,Francia,M,SENIOR,utmb,2022
1645,45:36:35,25:47:05,Taichi NAKAMURA,NONE,Japón,M,VET-A,utmb,2022
1646,45:37:07,25:47:37,Clement LAMBART,COURIR LIVRON LOISIR,Francia,M,VET-A,utmb,2022
1647,45:37:19,25:47:49,Jones MORTEGA,ALING NORMA'S EATERY,Filipinas,M,VET-A,utmb,2022
1648,45:38:31,25:49:01,Clément COTTIER,COURIR A MORIERES,Francia,M,VET-A,utmb,2022
1649,45:38:38,25:49:08,Cyrille BOISSON,CHLORO BIKING,Francia,M,VET-B,utmb,2022
1650,45:38:48,25:49:18,Stéphane MODRZEJEWSKI,NONE,Francia,M,VET-A,utmb,2022
1651,45:38:50,25:49:20,Tommy ENRYD,NONE,Suecia,M,VET-B,utmb,2022
1652,45:38:52,25:49:22,Junko IWAKABE,鎌倉FRC,Japón,F,VET-B,utmb,2022
1653,45:39:16,25:49:46,Martin ČERNÝ,RUN FOR FUN SLOVAKIA,Eslovaquia,M,VET-A,utmb,2022
1654,45:49:30,26:00:00,Frédéric LOIRE,TRIATHLON CLUB DOUAI,Francia,M,VET-A,utmb,2022
1655,45:39:58,25:50:28,Sebastien POIRIER,ALTRA TEAM RED,Francia,M,VET-A,utmb,2022
1656,45:40:08,25:50:38,Marcy BEARD,NONE,Estados Unidos,F,VET-B,utmb,2022
1657,45:40:10,25:50:40,Robin PIEDNOIR,NONE,Francia,M,VET-A,utmb,2022
1658,45:50:11,26:00:41,Guillermo RODRIGUEZ,MENDOZA TRIAL ACADEMY,Argentina,M,VET-B,utmb,2022
1659,45:40:11,25:50:41,Justin KRAFT,NONE,Estados Unidos,M,VET-A,utmb,2022
1660,45:40:43,25:51:13,Chin KAY WAI,NONE,Malasia,M,VET-A,utmb,2022
1661,45:41:12,25:51:42,Kumiko HART,NONE,Estados Unidos,F,VET-C,utmb,2022
1662,45:43:34,25:54:04,Marco LOYEN,JOGINREIMS,Francia,M,VET-A,utmb,2022
1663,45:43:42,25:54:12,Philippe CAMUS,NONE,Francia,M,VET-C,utmb,2022
1664,45:43:55,25:54:25,Khang LE,NONE,Estados Unidos,M,VET-A,utmb,2022
1665,45:44:42,25:55:12,Nicolas COURION,NONE,Francia,M,SENIOR,utmb,2022
1666,45:44:59,25:55:29,Dominique LE FLECHER,AS MAGENTA,Francia,F,VET-B,utmb,2022
1667,45:45:06,25:55:36,Peggie PAPA,TOS TRAIL,Francia,F,VET-A,utmb,2022
1668,45:45:29,25:55:59,Delio RICCARDI,ASD ATINA TRAIL RUNNING,Italia,M,VET-B,utmb,2022
1669,45:45:48,25:56:18,Jorge CARVALHO,JOKAMIKA TEAM,Portugal,M,VET-A,utmb,2022
1670,45:46:14,25:56:44,Gary LEE WAI HUNG,NONE,Hong Kong,M,VET-B,utmb,2022
1671,45:46:19,25:56:49,Kalvis SILGALS,SURIKATI ,Letonia,M,SENIOR,utmb,2022
1672,45:47:00,25:57:30,Emmanuel VALLEE,UA SOCIETE GENERALE,Francia,M,VET-A,utmb,2022
1673,45:47:09,25:57:39,Antonio ZAPATA BELMONTE JOSE,MEDITERUNNERS,España,M,VET-A,utmb,2022
1674,45:48:25,25:58:55,Rodolphe BACONNET,RUN IN ANNECY,Francia,M,SENIOR,utmb,2022
1675,45:49:20,25:59:50,Alexis ROY,NONE,Francia,M,SENIOR,utmb,2022
1676,45:49:25,25:59:55,Edouard NOUSBAUM,NONE,Francia,M,VET-A,utmb,2022
1677,45:49:26,25:59:56,David ANGLISTER,NONE,Francia,M,VET-B,utmb,2022
1678,45:49:30,26:00:00,Takaaki NAKANO,X-CREW,Japón,M,VET-A,utmb,2022
1679,45:49:34,26:00:04,Damien CISTERNINO,CISTER TEAM,Francia,M,VET-A,utmb,2022
1680,45:49:52,26:00:22,Marije CASTRO,BURDINKURUTZ M.T.,España,F,VET-B,utmb,2022
1681,45:49:58,26:00:28,David BOURGUIGNAT,NONE,Francia,M,VET-A,utmb,2022
1682,45:50:08,26:00:38,Bojan BRAČKO,SRD 315 SJEVEROZAPAD,Croacia,M,VET-A,utmb,2022
1683,45:50:09,26:00:39,Jean ROBELLO,NONE,Francia,M,VET-B,utmb,2022
1684,45:50:28,26:00:58,Xian XIAN JUN,CRIT,Canadá,M,VET-B,utmb,2022
1685,45:50:56,26:01:26,Jose CARMONA,NONE,España,M,VET-B,utmb,2022
1686,45:50:59,26:01:29,Francisco BENJUMEA,ADRENALINA,España,M,VET-A,utmb,2022
1687,45:51:01,26:01:31,Alexandre TRENTESAUX,ALCATEL-LUCENT,Francia,M,VET-A,utmb,2022
1688,45:51:10,26:01:40,Shane WINZAR,TEAM RUN RUN,Australia,M,VET-A,utmb,2022
1689,45:51:28,26:01:58,Gábor GYÖRGYI,MAVIR SE,Hungría,M,VET-A,utmb,2022
1690,45:52:02,26:02:32,Bruno BEULEN,NONE,Bélgica,M,VET-A,utmb,2022
1691,46:02:10,26:12:40,Sauw TANG,NONE,Países Bajos,M,VET-A,utmb,2022
1692,45:52:11,26:02:41,Michal GODYN,NONE,Suiza,M,VET-A,utmb,2022
1693,45:52:32,26:03:02,Victor YANG,ADDADAY,Estados Unidos,M,VET-A,utmb,2022
1694,45:52:40,26:03:10,Manon BAUDOZ,DSA PONTARLIER,Francia,F,SENIOR,utmb,2022
1695,45:54:00,26:04:30,Caroline BILLIS,HEATON HARRIERS,Reino Unido,F,VET-A,utmb,2022
1696,46:24:12,26:34:42,Ying TANG,RUNNING PANDA,Francia,F,SENIOR,utmb,2022
1697,45:54:28,26:04:58,Sjaak KUIN,NONE,Países Bajos,M,VET-A,utmb,2022
1698,45:54:58,26:05:28,Paul PHILIP,NONE,Francia,M,VET-A,utmb,2022
1699,45:54:58,26:05:28,Jimmy CECCARELLI,ABC LE BEAUSSET,Francia,M,VET-A,utmb,2022
1700,45:54:58,26:05:28,Thomas CASARES,NONE,Francia,M,SENIOR,utmb,2022
1701,45:55:23,26:05:53,Xavier HECQUET,NONE,Francia,M,VET-A,utmb,2022
1702,45:55:37,26:06:07,Christophe DEBRUN,EFSRA,Francia,M,VET-A,utmb,2022
1703,45:55:42,26:06:12,Sebastien OHL,EVIAN OFF COURSE,Francia,M,VET-A,utmb,2022
1704,45:55:43,26:06:13,Mickael VAJA,NONE,Francia,M,VET-A,utmb,2022
1705,45:55:44,26:06:14,Dominique BOGNI,EFSRA,Francia,M,VET-B,utmb,2022
1706,45:55:47,26:06:17,Benoit LELIEVRE,ESFRA,Francia,M,VET-B,utmb,2022
1707,45:55:48,26:06:18,Jerome COUTELET,EFSRA,Francia,M,VET-A,utmb,2022
1708,45:56:38,26:07:08,Fernando AREZES,GTT - ARMAZEM DO CAFFE,Portugal,M,VET-B,utmb,2022
1709,45:56:47,26:07:17,Jorge ARIAS RESCO,TELEFONICA PROFUTURO,España,M,VET-A,utmb,2022
1710,45:56:49,26:07:19,Christophe LAMAUD,PNA SARLAT LA CANEDA,Francia,M,VET-B,utmb,2022
1711,45:56:52,26:07:22,Carlos GONZALEZ OUTON,ALMADEN,España,M,VET-A,utmb,2022
1712,45:56:57,26:07:27,Fabrice LE BOUEDEC,GENEPI GROUPE TRAIL,Francia,M,VET-B,utmb,2022
1713,45:57:02,26:07:32,Sampas THARNAKITCHOTIHIRAN,OSK115 TRAIL,Tailandia,M,VET-A,utmb,2022
1714,45:57:18,26:07:48,Udomwit KANCHANAWEERAWIT,OSK115 TRAIL,Tailandia,M,VET-A,utmb,2022
1715,46:07:24,26:17:54,Christophe AMBROSI,NONE,Francia,M,VET-B,utmb,2022
1716,45:57:24,26:07:54,Alain GUILLARD,NONE,Francia,M,VET-A,utmb,2022
1717,45:57:28,26:07:58,Sae,OSK115 TRAIL,Tailandia,M,VET-A,utmb,2022
1718,45:58:05,26:08:35,Danmo BIQIN,DANMO RUN 丹墨跑步,China,M,VET-A,utmb,2022
1719,45:58:29,26:08:59,Jan VIMER,ANICKA SKYRUN KLADNO,República Checa,M,SENIOR,utmb,2022
1720,45:58:49,26:09:19,Alain PETIT,AS-BOURSE DE PARIS,Francia,M,VET-C,utmb,2022
1721,45:58:53,26:09:23,Yuka IKEDA,NONE,Japón,F,VET-B,utmb,2022
1722,45:59:19,26:09:49,Ludovic VANDERZYPPE,NONE,Francia,M,VET-B,utmb,2022
1723,45:59:40,26:10:10,Carl SOUTHGATE,NONE,Reino Unido,M,VET-A,utmb,2022
1724,45:59:42,26:10:12,Saint,NONE,Francia,M,VET-B,utmb,2022
1725,45:59:47,26:10:17,Stephane MOULIN,PROACTIVE NUTRITION ,Australia,M,VET-B,utmb,2022
1726,46:00:04,26:10:34,Frank HARDT,WILLPOWER,Alemania,M,VET-B,utmb,2022
1727,46:00:14,26:10:44,Stéphane PINOT,JOGGERS DU COUESNON,Francia,M,VET-B,utmb,2022
1728,46:00:14,26:10:44,Laurent CHYRA,JOGGERS DU COUESNON,Francia,M,VET-B,utmb,2022
1729,46:00:24,26:10:54,Manuel ROMERO CORTES JUAN,NONE,España,M,VET-A,utmb,2022
1730,46:00:29,26:10:59,Hiromi HIRABAYASHI,NONE,Japón,F,VET-A,utmb,2022
1731,46:01:28,26:11:58,George HARDWICK,NONE,Reino Unido,M,VET-A,utmb,2022
1732,46:01:44,26:12:14,Justin PARISE,NRG,Australia,M,VET-B,utmb,2022
1733,46:01:57,26:12:27,Stefan HENSCHEID,LG ULTRALAUF,Alemania,M,VET-B,utmb,2022
1734,46:01:59,26:12:29,Patrick MORET,ATHLETIC BELAIR CLUB (08),Francia,M,VET-A,utmb,2022
1735,46:02:08,26:12:38,Stephane DOCOCHE,NONE,Francia,M,VET-B,utmb,2022
1736,46:02:14,26:12:44,Agustin BRIAN,NONE,Argentina,M,VET-A,utmb,2022
1737,46:02:53,26:13:23,Tanes PETCHKUL,NONE,Tailandia,M,VET-B,utmb,2022
1738,46:03:23,26:13:53,Sébastien MOLINES,NONE,Francia,M,VET-A,utmb,2022
1739,46:03:42,26:14:12,Duco BIJLEVELD,NONE,Países Bajos,M,SENIOR,utmb,2022
1740,46:03:43,26:14:13,Himagiri MUKKAMALA,SOB,Estados Unidos,M,VET-A,utmb,2022
1741,46:03:46,26:14:16,Diderik BIERENS DE HAAN,NONE,Países Bajos,M,SENIOR,utmb,2022
1742,46:03:59,26:14:29,Luc STEENS,NONE,Bélgica,M,VET-B,utmb,2022
1743,46:05:08,26:15:38,Javier BLANCO CASTELLS FRANCISCO,CLUB ECTA INDEPENDENT DE CATALUNYA,España,M,VET-A,utmb,2022
1744,46:06:21,26:16:51,Dario LETIZIA,NONE,Italia,M,VET-B,utmb,2022
1745,46:07:01,26:17:31,Juan PLASENCIA FUENTES JOSE,AIIIIIIIADELANTE TEAM,España,M,VET-C,utmb,2022
1746,46:07:40,26:18:10,Andy LENOIR,TRAKKS TRAILEURS DES FAGNES,Bélgica,M,VET-A,utmb,2022
1747,46:07:53,26:18:23,Istvan MANCHER,NONE,Hungría,M,SENIOR,utmb,2022
1748,46:07:55,26:18:25,Jérôme GAZELLE,NONE,Francia,M,VET-A,utmb,2022
1749,46:08:07,26:18:37,Tomoshi SAITO,NONE,Japón,M,SENIOR,utmb,2022
1750,46:08:39,26:19:09,Dario PETTOROSSI HERNAN,CORRERAYUDA,Argentina,M,VET-A,utmb,2022
1751,46:19:46,26:30:16,Thanakorn THAJAN,O2 MAX ENDURANCE,Tailandia,M,VET-A,utmb,2022
1752,46:09:52,26:20:22,Threerawat KANJANASUTTIYAKORN,TRAILWAY,Tailandia,M,SENIOR,utmb,2022
1753,46:09:55,26:20:25,Yann BOULANGER,NONE,Francia,M,SENIOR,utmb,2022
1754,46:10:14,26:20:44,Wittaya WARUNCHAICHANA,TRAILWAY,Tailandia,M,VET-A,utmb,2022
1755,46:10:19,26:20:49,François MARTINOT,METROPOLE TRAIL NATURE VILLENEUVE D'ASCQ,Francia,M,VET-A,utmb,2022
1756,46:10:59,26:21:29,Youngsun MOON,"STRT,BK러닝",Corea del Sur,F,VET-A,utmb,2022
1757,46:11:13,26:21:43,Bruno ROLDAN,USM OLIVET,Francia,M,VET-B,utmb,2022
1758,46:11:45,26:22:15,Naruphon PRATHANTHIP,HOKA THAILAND,Tailandia,M,VET-B,utmb,2022
1759,46:11:46,26:22:16,Turlan,LA FOULEE DE GREASQUE,Francia,F,VET-B,utmb,2022
1760,46:11:57,26:22:27,Stefano TROGLIA ENEA,CORIO TRAIL RUNNING TEAM,Italia,M,SENIOR,utmb,2022
1761,46:12:00,26:22:30,Sandro ADDESA,OXYGENE68,Francia,M,VET-A,utmb,2022
1762,46:12:11,26:22:41,Damien BORIE,NONE,Francia,M,VET-A,utmb,2022
1763,46:13:07,26:23:37,Larissa CHANKSELIANI,NONE,Canadá,F,VET-C,utmb,2022
1764,46:13:45,26:24:15,Jun HATTORI,NCURC,Japón,M,VET-A,utmb,2022
1765,46:14:07,26:24:37,Olivier ROTH,LAC BLANC SKI NORDIQUE,Francia,M,VET-B,utmb,2022
1766,46:14:34,26:25:04,Ade FOWLER,NONE,Reino Unido,M,VET-A,utmb,2022
1767,46:15:07,26:25:37,Franck VAUDRY,DREAM TEAM,Francia,M,VET-A,utmb,2022
1768,46:15:07,26:25:37,Oscar BUITRAGO,PDC,Colombia,M,VET-A,utmb,2022
1769,46:15:11,26:25:41,Clara VIKLUND BORG,NONE,Suecia,F,VET-A,utmb,2022
1770,46:15:58,26:26:28,Isabelle LOUBET,NONE,Francia,F,VET-B,utmb,2022
1771,46:16:41,26:27:11,Slawomir MICHALAK,INZYNIER.EU,Polonia,M,VET-B,utmb,2022
1772,46:17:22,26:27:52,Daiki KOBAYASHI,NONE,Japón,M,VET-A,utmb,2022
1773,46:18:03,26:28:33,Julien SOL,POUR MAMIE <3 FRANCE ALZHEIMER,Francia,M,SENIOR,utmb,2022
1774,46:18:11,26:28:41,Haruhiko OHASHI,NERIMA OLC,Japón,M,VET-C,utmb,2022
1775,46:18:28,26:28:58,Roberta SOAVE,NONE,Italia,F,SENIOR,utmb,2022
1776,46:18:32,26:29:02,Roberto TOMASI,SCUOLA DI MARATONA VITTORIO VENETO,Italia,M,VET-C,utmb,2022
1777,46:18:38,26:29:08,Mariko HIYAMA,NONE,Japón,F,VET-B,utmb,2022
1778,46:18:53,26:29:23,Jean DRECHSLER,NONE,Francia,M,SENIOR,utmb,2022
1779,46:20:41,26:31:11,Byeungsik AHN,NONE,Corea del Sur,M,VET-A,utmb,2022
1780,46:21:49,26:32:19,Marko DUGANDŽIĆ,SRD 315 SJEVEROZAPAD,Croacia,M,VET-A,utmb,2022
1781,46:22:35,26:33:05,Norio MIMURA,NONE,Japón,M,VET-A,utmb,2022
1782,46:22:47,26:33:17,José PEREIRA,COURIR A VEZIN,Francia,M,VET-B,utmb,2022
1783,46:23:26,26:33:56,Caroline MARQUES,COURIR ET SOURIRE,Francia,F,VET-A,utmb,2022
1784,46:23:37,26:34:07,Bruno DAUNAY,NONE,Francia,M,VET-A,utmb,2022
1785,46:24:11,26:34:41,Pierre GRIFFATON,CARNOUETTE,Francia,M,VET-B,utmb,2022
1786,46:26:24,26:36:54,Radu GULIE,NONE,Rumania,M,VET-A,utmb,2022
1787,46:26:25,26:36:55,Roxana DIRVAREANU,NONE,Rumania,F,SENIOR,utmb,2022
1788,46:48:45,26:59:15,Masahiro TAZO,NTP-SASEBO,Japón,M,VET-B,utmb,2022
1789,47:11:53,27:22:23,Tomio SUYAMA,LDA-RC,Japón,M,VET-B,utmb,2022
